"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","1.1","4.0","143.9","117","704","0","66"
"2","3.1","13.0","111.7","251","1164","30","68"
"3","5.1","22.4","106.7","288","1291","29","69"
"4","7.1","31.7","106.7","288","1291","29","73"
"5","9.1","40.9","107.1","285","1280","28","76"
"6","11.6","52.8","106.9","287","1286","28","80"
"7","13.6","62.0","108.7","273","1237","28","83"
"8","15.6","70.9","108.7","273","1237","28","87"
"9","17.6","80.0","111.3","254","1173","28","89"
"10","20.1","91.6","110.3","261","1197","28","94"
"11","22.1","100.5","111.9","250","1159","28","98"
"12","24.1","109.4","111.9","250","1159","28","100"
"13","26.1","118.2","111.8","250","1161","28","101"
"14","28.6","129.4","113.6","239","1121","28","101"
"15","30.6","138.2","113.6","239","1121","28","101"
"16","32.6","147.0","113.9","237","1115","28","100"
"17","34.6","155.9","113.0","243","1134","29","101"
"18","37.1","167.0","114.5","233","1102","28","103"
"19","39.1","175.7","114.5","233","1102","28","104"
"20","41.1","184.4","115.0","230","1092","28","105"
"21","43.1","193.3","114.1","236","1110","28","106"
"22","45.6","204.6","111.5","252","1168","28","108"
"23","47.6","213.4","112.3","247","1150","27","109"
"24","50.1","224.7","112.9","243","1137","27","112"
"25","52.1","233.5","112.9","243","1137","27","113"
"26","54.6","244.6","114.3","234","1106","27","115"
"27","56.6","253.3","114.3","234","1106","27","116"
"28","58.6","261.8","114.5","233","1102","27","116"
"29","61.1","272.9","115.4","228","1083","27","117"
"30","63.1","281.5","114.8","231","1096","27","117"
"31","65.6","292.7","114.2","235","1108","27","118"
"32","67.6","301.2","114.2","235","1108","27","119"
"33","70.1","312.2","116.0","224","1071","28","119"
"34","72.1","320.7","116.0","224","1071","28","120"
"35","74.1","329.7","116.0","224","1071","28","120"
"36","76.6","340.8","114.4","234","1104","27","120"
"37","78.6","349.4","114.4","234","1104","27","120"
"38","81.1","360.4","115.3","228","1085","28","121"
"39","83.1","369.1","115.3","228","1085","28","122"
"40","85.1","377.8","114.4","234","1104","28","122"
"41","87.6","388.9","114.8","231","1096","27","123"
"42","89.6","397.5","114.8","231","1096","27","124"
"43","91.6","406.0","115.6","227","1079","28","125"
"44","94.1","417.1","114.9","231","1094","27","125"
"45","96.1","425.8","114.9","231","1094","27","125"
"46","98.6","436.7","116.5","221","1061","27","126"
"47","100.6","445.1","116.5","221","1061","27","126"
"48","102.6","453.6","117.6","215","1040","27","127"
