"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.9","11.7","147.5","109","675","0","67"
"2","4.9","20.4","116.8","220","1055","29","67"
"3","6.9","29.4","113.9","237","1115","29","68"
"4","9.4","41.1","108.8","272","1235","28","70"
"5","11.4","50.1","108.8","272","1235","28","73"
"6","13.4","59.1","110.6","259","1190","29","77"
"7","15.4","68.2","110.3","261","1197","28","80"
"8","17.9","79.7","110.6","259","1190","28","85"
"9","19.9","88.5","110.6","259","1190","28","89"
"10","21.9","97.4","112.3","247","1150","28","91"
"11","24.4","108.6","113.2","241","1130","28","95"
"12","26.4","117.3","113.2","241","1130","28","96"
"13","28.4","126.0","114.2","235","1108","28","98"
"14","30.9","137.1","115.3","228","1085","27","98"
"15","32.9","145.7","115.3","228","1085","27","99"
"16","34.9","154.3","115.5","227","1081","27","100"
"17","37.4","165.1","115.6","227","1079","27","101"
"18","39.9","175.8","117.3","217","1046","27","103"
"19","41.9","184.3","117.3","217","1046","27","104"
"20","44.4","195.2","116.6","221","1059","26","105"
"21","46.4","203.7","116.6","221","1059","26","105"
"22","48.9","214.7","115.9","225","1073","27","105"
"23","50.9","223.2","115.9","225","1073","27","105"
"24","53.4","234.2","116.2","223","1067","27","105"
"25","55.4","242.6","116.2","223","1067","27","106"
"26","57.9","253.4","117.4","216","1044","26","107"
"27","59.9","262.1","117.4","216","1044","26","107"
"28","61.9","270.8","115.0","230","1092","28","108"
"29","64.4","281.8","115.4","228","1083","27","109"
"30","66.4","290.6","115.4","228","1083","27","109"
"31","68.9","301.6","115.5","227","1081","27","110"
"32","70.9","310.1","115.5","227","1081","27","111"
"33","72.9","318.6","117.6","215","1040","27","111"
"34","75.4","329.8","113.1","242","1132","27","112"
"35","77.4","338.6","113.1","242","1132","27","113"
"36","79.4","347.3","113.8","237","1117","27","113"
"37","81.9","358.3","114.8","231","1096","28","114"
"38","83.9","367.1","115.1","230","1089","27","114"
"39","85.9","376.0","113.2","241","1130","28","115"
"40","88.4","387.0","115.7","226","1077","27","116"
"41","90.4","395.6","115.7","226","1077","27","116"
"42","92.9","406.6","115.0","230","1092","27","117"
"43","94.9","415.2","115.0","230","1092","27","118"
"44","97.4","426.3","114.6","233","1100","27","118"
"45","99.4","435.0","114.6","233","1100","27","119"
"46","101.4","443.7","114.9","231","1094","27","120"
"47","103.9","454.9","113.5","239","1123","28","120"
"48","105.9","463.6","113.5","239","1123","28","121"
"49","107.9","472.2","114.3","234","1106","28","121"
"50","110.4","483.3","114.5","233","1102","27","122"
"51","112.4","492.0","114.5","233","1102","27","122"
"52","114.4","500.8","114.2","235","1108","28","123"
"53","116.9","511.7","115.9","225","1073","27","123"
"54","118.9","520.2","115.9","225","1073","27","123"
"55","121.4","531.2","115.7","226","1077","27","123"
"56","123.4","539.7","115.5","227","1081","26","124"
"57","125.9","550.7","115.2","229","1087","27","124"
"58","127.9","559.5","115.2","229","1087","27","124"
"59","130.4","570.5","115.6","227","1079","27","124"
"60","132.4","579.0","115.6","227","1079","27","124"
"61","134.9","590.1","115.2","229","1087","27","124"
"62","136.9","598.8","115.2","229","1087","27","124"
"63","138.9","607.4","114.0","236","1113","27","124"
"64","141.4","618.4","115.2","229","1087","28","125"
"65","143.4","626.9","115.2","229","1087","28","125"
"66","145.9","638.0","114.8","231","1096","28","126"
"67","147.9","646.6","114.8","231","1096","28","126"
"68","149.9","655.2","114.9","231","1094","27","126"
"69","152.4","666.1","115.9","225","1073","28","127"
"70","154.4","674.9","115.9","225","1073","28","127"
"71","156.9","685.9","115.2","229","1087","28","127"
"72","158.9","694.5","115.2","229","1087","28","127"
"73","160.9","703.0","116.0","224","1071","28","127"
"74","163.4","714.0","115.6","227","1079","27","127"
"75","165.4","722.6","115.6","227","1079","27","128"
"76","167.4","731.0","115.9","225","1073","28","128"
"77","169.9","741.8","118.1","212","1031","28","128"
"78","171.9","750.3","117.5","216","1042","27","128"
"79","174.4","761.3","115.7","226","1077","27","129"
"80","176.4","769.8","115.8","225","1075","27","129"
