"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.8","11.1","148.1","108","670","0","59"
"2","5.3","22.5","116.2","223","1067","28","61"
"3","7.3","31.4","110.8","257","1185","27","62"
"4","9.8","42.5","111.9","250","1159","27","66"
"5","12.3","53.6","113.8","237","1117","25","71"
"6","14.8","64.6","114.6","233","1100","25","76"
"7","16.8","73.2","114.6","233","1100","25","83"
"8","19.3","84.2","114.7","232","1098","26","86"
"9","21.8","95.3","114.5","233","1102","26","89"
"10","23.8","103.9","114.5","233","1102","26","91"
"11","26.3","115.2","113.1","242","1132","25","93"
"12","28.8","126.1","112.9","243","1137","25","94"
"13","31.3","137.1","114.9","231","1094","25","95"
"14","33.8","148.1","114.8","231","1096","25","96"
"15","35.8","156.5","114.8","231","1096","25","98"
"16","38.3","167.4","116.0","224","1071","25","100"
"17","40.8","178.3","116.5","221","1061","26","102"
"18","42.8","186.6","116.5","221","1061","26","102"
"19","45.3","197.6","117.7","215","1038","26","104"
"20","47.8","208.6","115.4","228","1083","26","105"
"21","49.8","217.0","115.4","228","1083","26","105"
"22","52.3","227.9","116.2","223","1067","25","106"
"23","54.8","238.8","116.0","224","1071","26","107"
"24","57.3","249.6","116.5","221","1061","25","108"
"25","59.8","260.4","116.9","219","1054","25","109"
"26","61.8","268.8","116.9","219","1054","25","110"
"27","64.3","279.6","116.8","220","1055","25","110"
"28","66.8","290.3","116.5","221","1061","25","111"
"29","69.3","301.1","117.0","219","1052","25","112"
"30","71.3","309.6","117.0","219","1052","25","112"
"31","73.8","320.3","116.7","220","1057","25","113"
"32","76.3","331.1","117.5","216","1042","25","114"
"33","78.8","341.7","117.4","216","1044","25","115"
"34","81.3","352.5","117.3","217","1046","25","116"
"35","83.3","361.0","117.3","217","1046","25","117"
"36","85.8","371.6","117.0","219","1052","26","117"
"37","88.3","382.4","117.5","216","1042","25","118"
"38","90.8","393.2","117.3","217","1046","25","118"
"39","92.8","401.5","117.3","217","1046","25","118"
"40","95.3","412.4","116.9","219","1054","25","118"
"41","97.8","423.1","116.6","221","1059","25","118"
"42","100.3","433.8","117.7","215","1038","25","118"
"43","102.3","442.2","117.7","215","1038","25","118"
"44","104.8","453.0","116.6","221","1059","25","119"
"45","107.3","463.8","117.0","219","1052","25","119"
"46","109.8","474.5","117.5","216","1042","25","119"
"47","111.8","483.0","117.5","216","1042","25","119"
"48","114.3","493.8","116.2","223","1067","26","119"
"49","116.8","504.6","116.9","219","1054","25","120"
"50","119.3","515.4","117.1","218","1050","26","120"
