"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.9","12.7","109.2","269","1225","30","71"
"2","4.9","22.2","109.2","269","1225","30","71"
"3","6.9","31.6","105.6","297","1322","29","71"
"4","8.9","40.7","106.1","293","1308","29","71"
"5","11.4","52.3","110.4","260","1195","28","71"
"6","13.4","61.4","110.4","260","1195","28","71"
"7","15.9","73.1","108.1","277","1253","27","78"
"8","17.9","82.1","108.1","277","1253","27","80"
"9","20.4","93.7","109.4","267","1219","27","91"
"10","22.4","102.6","109.4","267","1219","27","97"
"11","24.9","114.1","111.1","255","1178","27","101"
"12","26.9","123.0","111.1","255","1178","27","102"
"13","29.4","134.4","111.6","252","1166","26","103"
"14","31.4","143.2","111.6","252","1166","26","103"
"15","33.9","154.7","110.7","258","1187","27","104"
"16","35.9","163.7","110.7","258","1187","27","105"
"17","38.4","175.1","112.0","249","1157","26","105"
"18","40.4","183.9","112.0","249","1157","26","107"
"19","42.9","195.3","111.9","250","1159","27","109"
"20","44.9","204.2","111.9","250","1159","27","111"
"21","46.9","213.1","111.9","250","1159","28","112"
"22","49.4","224.4","110.9","257","1183","27","113"
"23","51.4","233.2","112.1","248","1155","27","116"
"24","53.9","244.7","111.5","252","1168","28","117"
"25","55.9","253.4","111.5","252","1168","28","118"
"26","57.9","262.1","114.1","236","1110","28","119"
"27","60.4","273.3","114.4","234","1104","27","119"
"28","62.4","282.0","112.9","243","1137","27","118"
"29","64.9","293.3","113.2","241","1130","27","119"
"30","66.9","302.1","113.2","241","1130","27","119"
"31","68.9","310.9","112.9","243","1137","27","119"
"32","71.4","322.2","113.6","239","1121","27","120"
"33","73.4","331.0","112.4","246","1148","27","120"
"34","75.9","342.3","112.7","245","1141","27","120"
"35","77.9","351.2","112.7","245","1141","27","121"
"36","80.4","362.6","112.0","249","1157","27","121"
"37","82.4","371.4","112.0","249","1157","27","122"
"38","84.9","382.8","112.3","247","1150","27","123"
"39","86.9","391.6","112.3","247","1150","27","123"
"40","89.4","402.6","115.4","228","1083","26","124"
"41","91.4","411.2","115.1","230","1089","28","125"
"42","93.4","419.8","115.1","230","1089","28","125"
"43","95.9","430.6","115.3","228","1085","26","125"
"44","97.9","439.2","117.1","218","1050","26","125"
"45","100.4","450.3","114.4","234","1104","27","126"
"46","102.4","458.8","114.4","234","1104","27","126"
"47","104.9","469.7","116.1","224","1069","26","127"
"48","106.9","478.3","116.4","222","1063","26","127"
"49","109.4","489.2","115.7","226","1077","26","128"
"50","111.9","500.1","115.7","226","1077","26","128"
"51","113.9","508.7","115.7","226","1077","26","129"
"52","116.4","519.6","116.3","222","1065","26","129"
"53","118.4","528.1","116.3","222","1065","26","129"
"54","120.9","539.1","115.9","225","1073","26","129"
"55","122.9","547.7","114.7","232","1098","26","129"
"56","125.4","558.8","115.4","228","1083","26","129"
"57","127.4","567.3","115.2","229","1087","27","129"
"58","129.9","578.2","116.0","224","1071","27","129"
"59","131.9","586.7","116.1","224","1069","26","130"
"60","134.4","597.5","116.8","220","1055","27","130"
"61","136.9","608.3","116.7","220","1057","26","130"
"62","138.9","616.9","116.7","220","1057","26","130"
"63","141.4","627.8","116.4","222","1063","26","130"
"64","143.4","636.1","116.4","222","1063","26","131"
"65","145.9","647.1","116.6","221","1059","26","131"
"66","147.9","655.5","116.6","221","1059","26","131"
"67","150.4","666.5","116.3","222","1065","26","131"
"68","152.4","675.1","115.4","228","1083","26","131"
"69","154.9","686.1","115.6","227","1079","27","131"
"70","156.9","694.8","114.5","233","1102","27","131"
"71","159.4","705.6","115.0","230","1092","27","132"
"72","161.9","716.4","117.6","215","1040","26","132"
"73","163.9","724.9","117.6","215","1040","26","132"
"74","166.4","735.7","116.2","223","1067","26","133"
"75","168.4","744.3","116.2","223","1067","26","133"
"76","170.9","755.3","116.0","224","1071","26","133"
"77","173.4","766.1","116.2","223","1067","25","133"
"78","175.4","774.5","116.2","223","1067","25","133"
"79","177.9","785.3","116.6","221","1059","25","133"
"80","180.4","795.9","117.2","217","1048","26","133"
"81","182.4","804.4","119.0","208","1014","25","134"
"82","184.9","815.3","116.0","224","1071","26","134"
"83","187.4","826.1","116.6","221","1059","26","134"
"84","189.4","834.5","116.6","221","1059","26","134"
"85","191.9","845.5","117.2","217","1048","26","134"
"86","193.9","854.0","116.0","224","1071","26","134"
"87","196.4","864.8","116.2","223","1067","26","134"
"88","198.9","875.7","116.2","223","1067","26","134"
"89","200.9","884.2","116.2","223","1067","26","134"
"90","203.4","895.2","115.4","228","1083","26","134"
"91","205.4","903.7","115.8","225","1075","27","135"
"92","207.9","914.6","116.3","222","1065","26","135"
"93","210.4","925.5","116.3","222","1065","26","135"
"94","212.4","934.0","116.3","222","1065","26","135"
"95","214.9","944.8","117.0","219","1052","26","135"
"96","216.9","953.2","117.0","219","1052","26","135"
"97","219.4","963.9","117.5","216","1042","26","135"
"98","221.9","974.9","115.2","229","1087","26","135"
"99","223.9","983.2","115.2","229","1087","26","135"
"100","226.4","993.9","119.6","205","1004","26","135"
"101","228.4","1002.2","119.6","205","1004","26","135"
"102","230.9","1013.0","117.7","215","1038","26","135"
"103","233.4","1023.6","118.6","210","1022","26","135"
"104","235.4","1031.9","118.6","210","1022","26","135"
"105","237.9","1042.5","119.7","204","1002","26","135"
"106","240.4","1052.9","121.0","198","979","26","135"
"107","242.4","1060.9","121.0","198","979","26","135"
"108","244.9","1071.3","122.2","192","960","27","135"
"109","246.9","1079.7","122.2","192","960","27","135"
"110","249.4","1090.3","117.8","214","1036","26","134"
"111","251.4","1098.5","118.9","208","1016","26","134"
"112","253.9","1109.0","120.8","199","983","26","134"
"113","255.9","1117.2","120.7","199","985","26","134"
"114","258.4","1127.7","121.2","197","976","27","134"
"115","260.4","1136.2","119.8","204","1000","27","134"
"116","262.9","1146.9","117.8","214","1036","26","135"
"117","265.4","1157.6","117.9","214","1034","26","135"
"118","267.4","1165.9","117.9","214","1034","26","135"
"119","269.9","1176.6","118.0","213","1033","26","135"
"120","272.4","1187.3","118.2","212","1029","25","135"
"121","274.4","1195.7","118.2","212","1029","25","135"
"122","276.9","1206.5","117.2","217","1048","27","135"
"123","278.9","1214.9","117.7","215","1038","26","135"
"124","281.4","1225.7","117.3","217","1046","26","135"
"125","283.9","1236.5","117.3","217","1046","26","135"
"126","285.9","1244.9","117.3","217","1046","26","136"
"127","288.4","1255.6","118.5","210","1023","27","135"
"128","290.4","1263.9","118.5","210","1023","27","135"
"129","292.9","1274.7","119.0","208","1014","26","135"
"130","295.4","1285.4","117.3","217","1046","26","135"
"131","297.4","1293.7","117.3","217","1046","26","135"
"132","299.9","1304.5","118.1","212","1031","26","135"
"133","301.9","1312.9","118.1","212","1031","26","135"
"134","304.4","1323.6","117.8","214","1036","27","135"
"135","306.4","1332.1","118.1","212","1031","25","135"
"136","308.9","1342.7","117.3","217","1046","26","135"
"137","311.4","1353.5","117.2","217","1048","27","135"
"138","313.4","1361.9","117.2","217","1048","27","135"
"139","315.9","1372.6","117.9","214","1034","26","135"
"140","318.4","1383.2","119.4","206","1007","26","135"
"141","320.4","1391.5","119.4","206","1007","26","135"
"142","322.9","1402.2","118.7","209","1020","26","135"
"143","325.4","1412.6","121.3","196","974","25","135"
"144","327.4","1420.7","121.3","196","974","25","135"
"145","329.9","1431.3","121.0","198","979","25","135"
"146","332.4","1442.0","117.7","215","1038","26","135"
"147","334.4","1450.4","117.7","215","1038","26","135"
"148","336.9","1461.1","117.7","215","1038","26","135"
"149","339.4","1471.9","117.8","214","1036","26","135"
"150","341.4","1480.2","117.8","214","1036","26","135"
"151","343.9","1490.9","118.3","211","1027","26","135"
"152","345.9","1499.3","118.5","210","1023","26","135"
"153","348.4","1509.8","117.9","214","1034","26","135"
"154","350.9","1520.4","119.9","203","998","25","135"
"155","353.4","1531.0","118.9","208","1016","25","135"
"156","355.4","1539.1","118.9","208","1016","25","135"
"157","357.9","1549.7","119.8","204","1000","25","135"
"158","360.4","1560.1","121.4","196","973","26","136"
"159","362.4","1568.3","121.4","196","973","26","135"
"160","364.9","1578.7","120.5","200","988","26","135"
"161","367.4","1589.1","121.7","194","968","25","135"
"162","369.4","1597.2","121.7","194","968","25","135"
"163","371.9","1607.7","122.0","193","963","26","135"
"164","374.4","1618.1","120.8","199","983","26","135"
"165","376.4","1626.3","120.8","199","983","26","135"
"166","378.9","1636.6","123.0","188","947","26","135"
"167","380.9","1644.5","123.0","188","947","26","134"
"168","383.4","1654.8","124.3","182","927","26","134"
"169","385.9","1665.1","122.8","189","950","26","135"
"170","387.9","1673.1","122.8","189","950","26","135"
"171","390.4","1683.4","123.0","188","947","25","135"
"172","392.9","1693.5","123.1","188","945","25","135"
"173","395.4","1703.7","123.4","186","941","26","135"
"174","397.4","1711.8","123.4","186","941","26","134"
"175","399.9","1721.9","122.9","189","948","26","134"
"176","402.4","1732.2","123.3","187","942","25","134"
"177","404.9","1742.3","124.2","183","928","26","134"
"178","406.9","1750.2","124.2","183","928","26","134"
"179","409.4","1760.3","125.1","179","915","26","133"
"180","411.9","1770.5","124.0","184","931","26","133"
"181","413.9","1778.5","124.0","184","931","26","134"
"182","416.4","1788.8","122.8","189","950","26","134"
"183","418.9","1799.1","122.0","193","963","25","133"
"184","420.9","1807.1","122.0","193","963","25","133"
"185","423.4","1817.3","123.5","186","939","26","133"
"186","425.9","1827.6","123.1","188","945","26","133"
"187","427.9","1835.6","123.1","188","945","26","133"
"188","430.4","1845.6","124.1","183","930","26","133"
"189","432.9","1855.6","125.7","176","906","26","133"
"190","434.9","1863.6","125.7","176","906","26","134"
"191","437.4","1874.5","117.5","216","1042","26","134"
"192","439.4","1882.8","117.5","216","1042","26","133"
"193","441.9","1893.6","117.7","215","1038","27","133"
"194","443.9","1902.0","117.7","215","1038","27","133"
"195","446.4","1912.8","118.1","212","1031","26","133"
"196","448.4","1921.1","118.1","212","1031","26","133"
"197","450.9","1931.8","117.9","214","1034","26","133"
"198","453.4","1942.4","119.5","205","1005","25","133"
"199","455.4","1950.7","119.5","205","1005","25","133"
"200","457.9","1961.3","119.2","207","1011","26","134"
"201","459.9","1969.5","119.2","207","1011","26","134"
"202","462.4","1980.2","119.4","206","1007","26","134"
"203","464.4","1988.6","118.7","209","1020","27","134"
"204","466.9","1999.7","117.4","216","1044","27","134"
"205","468.0","2021.4","114.9","231","1094","27","91"
"206","471.0","2027.6","248.0","23","378","27","91"
"207","473.0","2033.0","248.0","23","378","27","89"
"208","475.5","2041.0","179.7","60","507","27","88"
"209","478.0","2049.7","155.3","93","621","27","90"
"210","480.0","2056.8","145.4","114","691","27","93"
"211","482.5","2066.5","138.9","131","749","27","95"
"212","484.5","2074.8","130.4","158","843","27","95"
"213","2.3","10.3","119.0","208","1014","27","95"
"214","4.3","18.9","119.0","208","1014","27","95"
"215","6.8","30.0","114.5","233","1102","27","97"
"216","8.8","38.6","114.5","233","1102","27","102"
"217","10.8","47.0","115.7","226","1077","27","104"
"218","13.3","57.9","117.5","216","1042","27","105"
"219","15.3","66.3","117.5","216","1042","27","106"
"220","17.8","77.0","118.5","210","1023","27","108"
"221","19.8","85.5","118.5","210","1023","27","110"
"222","21.8","94.0","117.6","215","1040","27","112"
"223","24.3","104.9","116.4","222","1063","28","113"
"224","26.3","113.5","116.4","222","1063","28","115"
"225","28.3","122.1","116.5","221","1061","28","115"
"226","30.8","133.1","115.1","230","1089","27","116"
"227","32.8","141.7","115.3","228","1085","27","117"
"228","35.3","152.5","116.8","220","1055","27","117"
"229","37.3","161.1","116.8","220","1055","27","118"
"230","39.3","169.6","116.4","222","1063","27","119"
"231","41.8","180.5","116.2","223","1067","28","120"
"232","43.8","189.0","116.3","222","1065","27","121"
"233","45.8","197.6","116.7","220","1057","28","122"
"234","48.3","208.4","117.1","218","1050","28","123"
"235","50.3","216.9","116.7","220","1057","27","124"
"236","52.8","227.9","116.5","221","1061","27","125"
"237","54.8","236.4","116.5","221","1061","27","125"
"238","57.3","247.2","117.1","218","1050","27","126"
"239","59.3","255.6","117.1","218","1050","27","127"
"240","61.8","266.4","117.7","215","1038","27","128"
"241","63.8","274.8","119.8","204","1000","28","128"
"242","65.8","283.1","119.8","204","1000","28","128"
"243","67.8","291.8","118.3","211","1027","28","129"
"244","70.3","302.7","116.1","224","1069","28","129"
"245","72.3","311.3","116.1","224","1069","28","129"
"246","74.3","319.6","117.0","219","1052","28","130"
"247","76.8","330.5","117.3","217","1046","27","130"
"248","78.8","338.9","117.3","217","1046","27","130"
"249","81.3","349.7","117.6","215","1040","26","131"
"250","83.3","358.2","117.6","215","1040","26","131"
"251","85.3","366.9","117.6","215","1040","27","131"
"252","87.8","377.8","114.5","233","1102","28","132"
"253","89.8","386.4","115.9","225","1073","28","132"
"254","92.3","397.3","116.7","220","1057","27","132"
"255","94.3","406.0","115.5","227","1081","28","132"
"256","96.3","414.6","115.5","227","1081","28","133"
"257","98.8","425.4","116.7","220","1057","27","133"
"258","100.8","433.9","116.7","220","1057","27","134"
"259","102.8","442.3","117.3","217","1046","27","134"
"260","105.3","453.1","117.5","216","1042","27","135"
"261","107.3","461.6","117.5","216","1042","27","135"
"262","109.8","472.5","117.0","219","1052","27","135"
"263","111.8","480.9","117.0","219","1052","27","136"
"264","113.8","489.5","117.5","216","1042","28","137"
"265","116.3","500.1","116.7","220","1057","27","137"
"266","118.3","508.5","119.1","207","1013","26","137"
"267","120.8","519.5","116.1","224","1069","26","137"
"268","122.8","527.9","116.1","224","1069","26","137"
"269","125.3","538.6","119.1","207","1013","26","137"
"270","127.3","546.9","119.1","207","1013","26","138"
"271","129.8","557.5","118.3","211","1027","26","138"
"272","132.3","568.2","118.7","209","1020","26","138"
"273","134.3","576.7","118.7","209","1020","26","138"
"274","136.8","587.5","117.0","219","1052","27","138"
"275","138.8","596.1","117.0","219","1052","27","138"
"276","140.8","604.6","115.8","225","1075","27","138"
"277","143.3","615.4","116.7","220","1057","27","138"
"278","145.3","623.9","117.4","216","1044","27","138"
"279","147.8","634.6","117.4","216","1044","27","139"
"280","149.8","643.0","117.7","215","1038","26","139"
"281","152.3","653.9","117.1","218","1050","27","139"
"282","154.3","662.3","117.1","218","1050","27","139"
"283","156.8","673.2","117.4","216","1044","27","139"
"284","158.8","681.5","117.4","216","1044","27","139"
"285","161.3","692.2","118.2","212","1029","26","139"
"286","163.3","700.7","118.1","212","1031","27","139"
"287","165.8","711.5","117.4","216","1044","27","139"
"288","167.8","720.0","116.5","221","1061","27","139"
"289","170.3","730.8","117.2","217","1048","26","139"
"290","172.8","741.7","116.5","221","1061","26","139"
"291","174.8","750.2","116.5","221","1061","26","139"
"292","177.3","761.2","115.7","226","1077","27","139"
"293","179.3","769.7","115.7","226","1077","27","139"
"294","181.8","780.6","116.2","223","1067","27","139"
"295","183.8","789.1","116.2","223","1067","27","139"
"296","186.3","799.8","118.6","210","1022","27","139"
"297","188.3","808.0","118.6","210","1022","27","140"
"298","190.8","818.7","118.5","210","1023","26","140"
"299","192.8","827.2","118.5","210","1023","26","140"
"300","195.3","837.9","117.7","215","1038","26","140"
"301","197.3","846.4","117.7","215","1038","26","140"
"302","199.8","857.1","117.4","216","1044","27","140"
"303","201.8","865.6","117.4","216","1044","27","140"
"304","204.3","876.3","118.1","212","1031","27","140"
"305","206.3","884.7","118.1","212","1031","27","141"
"306","208.8","895.6","115.9","225","1073","26","141"
"307","210.8","904.1","115.9","225","1073","26","141"
"308","213.3","915.0","116.4","222","1063","27","141"
"309","215.3","923.5","116.4","222","1063","27","141"
"310","217.8","934.5","114.9","231","1094","27","141"
"311","219.8","942.9","114.9","231","1094","27","142"
"312","222.3","953.9","115.7","226","1077","26","142"
"313","224.3","962.4","115.7","226","1077","26","142"
"314","226.8","973.3","116.1","224","1069","27","142"
"315","228.8","981.7","116.6","221","1059","26","142"
"316","231.3","992.7","116.4","222","1063","27","143"
"317","233.3","1001.2","116.4","222","1063","27","143"
"318","235.3","1009.7","116.5","221","1061","27","143"
"319","237.8","1020.7","116.6","221","1059","27","143"
"320","239.8","1029.2","115.9","225","1073","27","142"
"321","242.3","1040.1","116.3","222","1065","27","142"
"322","244.3","1048.7","116.3","222","1065","27","142"
"323","246.3","1057.3","115.9","225","1073","27","142"
"324","248.8","1068.3","115.3","228","1085","28","142"
"325","250.8","1076.8","115.3","228","1085","28","143"
"326","252.8","1085.4","116.3","222","1065","27","143"
"327","255.3","1096.4","115.3","228","1085","27","143"
"328","257.3","1105.0","115.3","228","1085","27","144"
"329","259.8","1115.9","116.9","219","1054","28","144"
"330","261.8","1124.4","116.9","219","1054","28","144"
"331","263.8","1132.9","116.5","221","1061","27","144"
"332","266.3","1143.9","116.2","223","1067","27","144"
"333","268.3","1152.3","116.4","222","1063","27","144"
"334","270.8","1163.2","116.7","220","1057","27","144"
"335","273.3","1173.9","118.0","213","1033","26","144"
"336","275.3","1182.2","118.0","213","1033","26","144"
"337","277.8","1193.0","117.3","217","1046","26","144"
"338","279.8","1201.5","117.3","217","1046","26","144"
"339","282.3","1212.2","117.2","217","1048","26","143"
"340","284.3","1220.8","117.2","217","1048","26","143"
"341","286.8","1231.5","117.7","215","1038","27","143"
"342","288.8","1239.9","117.7","215","1038","27","143"
"343","291.3","1250.8","117.7","215","1038","26","143"
"344","293.3","1259.2","116.8","220","1055","27","143"
"345","295.8","1270.1","116.5","221","1061","27","143"
"346","297.8","1278.7","116.5","221","1061","27","143"
"347","300.3","1289.5","116.9","219","1054","27","143"
"348","302.3","1297.8","116.9","219","1054","27","143"
"349","304.8","1308.4","119.9","203","998","27","143"
"350","306.8","1316.8","119.9","203","998","27","143"
"351","309.3","1327.7","116.2","223","1067","27","144"
"352","311.3","1336.2","116.2","223","1067","27","144"
"353","313.8","1346.9","116.4","222","1063","27","144"
"354","315.8","1355.4","118.1","212","1031","26","143"
"355","318.3","1366.1","117.8","214","1036","27","143"
"356","320.3","1374.6","117.8","214","1036","27","144"
"357","322.8","1385.5","116.8","220","1055","26","144"
"358","325.3","1396.3","117.1","218","1050","26","144"
"359","327.3","1404.8","117.1","218","1050","26","144"
