"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.9","12.1","144.1","117","702","0","63"
"2","4.9","21.4","111.5","252","1168","30","65"
"3","6.9","30.5","107.7","280","1264","29","69"
"4","9.4","41.8","112.2","248","1152","27","70"
"5","11.4","50.8","112.2","248","1152","27","73"
"6","13.4","59.4","111.2","255","1176","27","79"
"7","15.9","70.7","112.7","245","1141","28","85"
"8","17.9","79.4","112.7","245","1141","28","91"
"9","19.9","88.1","114.0","236","1113","27","94"
"10","22.4","99.3","113.1","242","1132","27","96"
"11","24.4","108.1","113.1","242","1132","27","97"
"12","26.4","116.9","113.2","241","1130","28","98"
"13","28.9","127.9","113.9","237","1115","28","98"
"14","30.9","136.6","114.8","231","1096","27","98"
"15","33.4","147.6","115.1","230","1089","27","99"
"16","35.4","156.2","115.1","230","1089","27","101"
"17","37.4","164.8","115.9","225","1073","27","102"
"18","39.9","175.9","114.5","233","1102","28","104"
"19","41.9","184.4","114.5","233","1102","28","104"
"20","44.4","195.5","115.6","227","1079","27","105"
"21","46.4","204.2","115.6","227","1079","27","106"
"22","48.4","212.8","114.3","234","1106","27","107"
"23","50.9","223.7","115.3","228","1085","27","109"
"24","52.9","232.3","116.2","223","1067","27","110"
"25","55.4","243.4","114.9","231","1094","27","111"
"26","57.4","251.8","114.9","231","1094","27","112"
"27","59.9","262.8","116.2","223","1067","26","113"
"28","61.9","271.3","116.2","223","1067","26","113"
"29","64.4","282.1","116.7","220","1057","27","114"
"30","66.4","290.5","116.7","220","1057","27","114"
"31","68.9","301.3","117.3","217","1046","26","115"
"32","70.9","309.8","117.3","217","1046","26","115"
"33","73.4","320.7","116.5","221","1061","26","115"
"34","75.4","329.3","116.5","221","1061","26","115"
"35","77.9","340.3","116.4","222","1063","27","116"
"36","79.9","348.9","116.4","222","1063","27","117"
"37","81.9","357.4","115.8","225","1075","27","118"
"38","84.4","368.5","114.7","232","1098","28","118"
"39","86.4","377.1","115.7","226","1077","28","119"
"40","88.4","385.7","115.7","226","1077","28","119"
"41","90.4","394.5","115.6","227","1079","28","120"
"42","92.9","405.6","114.5","233","1102","28","121"
"43","94.9","414.3","114.5","233","1102","28","121"
"44","96.9","423.0","114.5","233","1102","27","122"
"45","99.4","434.1","114.8","231","1096","28","122"
"46","101.4","442.7","114.8","231","1096","28","122"
"47","103.4","451.2","117.2","217","1048","28","123"
"48","105.4","459.9","116.6","221","1059","28","123"
"49","107.9","471.0","114.8","231","1096","28","123"
"50","109.9","479.7","114.5","233","1102","28","124"
"51","111.9","488.2","114.5","233","1102","28","124"
"52","114.4","499.0","116.5","221","1061","27","125"
"53","116.4","507.6","116.3","222","1065","26","125"
"54","118.9","518.5","115.7","226","1077","27","126"
"55","121.4","529.4","116.4","222","1063","27","126"
"56","123.4","537.8","116.4","222","1063","27","126"
"57","125.9","548.6","117.8","214","1036","27","126"
"58","127.9","557.0","117.8","214","1036","27","126"
"59","130.4","567.8","118.3","211","1027","26","126"
"60","132.4","576.2","118.3","211","1027","26","127"
"61","134.9","586.9","118.0","213","1033","26","127"
"62","136.9","595.2","118.0","213","1033","26","127"
"63","139.4","606.1","117.2","217","1048","27","128"
"64","141.4","614.6","117.2","217","1048","27","128"
"65","143.9","625.5","116.5","221","1061","27","128"
"66","145.9","634.0","116.5","221","1061","27","128"
"67","148.4","644.9","117.1","218","1050","27","128"
"68","150.4","653.3","117.1","218","1050","27","128"
"69","152.4","661.9","117.2","217","1048","27","129"
"70","154.9","672.7","116.5","221","1061","27","130"
"71","156.9","681.2","116.6","221","1059","27","130"
"72","159.4","692.0","117.0","219","1052","27","131"
"73","161.4","700.5","117.2","217","1048","27","131"
"74","163.9","711.3","116.7","220","1057","27","131"
"75","165.9","719.8","116.7","220","1057","27","131"
"76","168.4","730.5","118.8","209","1018","27","131"
"77","170.4","738.8","118.8","209","1018","27","131"
"78","172.9","749.6","117.6","215","1040","27","130"
"79","174.9","758.0","117.6","215","1040","27","130"
"80","176.9","766.4","119.1","207","1013","27","130"
"81","179.4","777.0","118.7","209","1020","27","129"
"82","181.9","787.7","117.8","214","1036","27","129"
"83","183.9","796.2","117.8","214","1036","27","129"
"84","186.4","806.9","117.9","214","1034","27","129"
"85","188.4","815.4","117.9","214","1034","27","128"
"86","190.9","826.3","116.8","220","1055","27","128"
"87","192.9","834.7","116.8","220","1055","27","129"
"88","195.4","845.5","117.4","216","1044","27","129"
"89","197.4","853.9","117.4","216","1044","27","130"
"90","199.9","864.7","117.0","219","1052","27","130"
"91","201.9","873.3","117.0","219","1052","29","131"
"92","203.9","881.8","117.0","219","1052","29","131"
"93","205.9","890.3","117.4","216","1044","27","131"
"94","208.4","901.3","116.1","224","1069","28","131"
"95","210.4","909.8","116.1","224","1069","28","131"
"96","212.4","918.4","116.4","222","1063","28","131"
"97","214.4","926.9","116.9","219","1054","28","132"
"98","216.9","937.8","116.9","219","1054","28","132"
"99","218.9","946.4","116.9","219","1054","28","132"
"100","220.9","954.9","115.6","227","1079","29","132"
"101","222.9","963.5","116.6","221","1059","29","132"
"102","225.4","974.4","116.8","220","1055","28","133"
"103","227.4","983.0","116.8","220","1055","28","133"
"104","229.4","991.6","116.5","221","1061","28","133"
"105","231.4","1000.2","115.7","226","1077","28","133"
"106","233.4","1008.7","116.6","221","1059","28","133"
"107","235.9","1019.6","117.3","217","1046","28","134"
"108","237.9","1028.2","117.3","217","1046","28","134"
"109","239.9","1036.8","116.2","223","1067","29","134"
"110","241.9","1045.4","115.7","226","1077","28","134"
"111","243.9","1054.1","115.8","225","1075","29","135"
"112","246.4","1064.9","117.5","216","1042","29","135"
"113","248.4","1073.5","117.7","215","1038","29","135"
"114","250.4","1082.2","117.7","215","1038","29","135"
"115","252.4","1090.9","114.6","233","1100","28","135"
"116","254.9","1101.9","116.0","224","1071","28","135"
"117","256.9","1110.4","116.0","224","1071","28","135"
"118","258.9","1119.1","116.1","224","1069","27","134"
"119","260.9","1127.7","115.2","229","1087","28","134"
"120","263.4","1138.7","116.4","222","1063","28","134"
"121","265.4","1147.3","116.1","224","1069","28","134"
"122","267.4","1156.0","116.1","224","1069","28","135"
"123","269.4","1164.5","115.5","227","1081","29","135"
"124","271.4","1173.4","115.9","225","1073","29","135"
"125","273.4","1182.1","113.8","237","1117","29","136"
"126","275.9","1193.0","114.7","232","1098","28","136"
"127","277.9","1201.5","116.5","221","1061","27","136"
"128","280.4","1212.5","115.5","227","1081","28","136"
"129","282.4","1221.1","115.5","227","1081","28","136"
"130","284.4","1229.7","116.6","221","1059","29","136"
"131","286.4","1238.2","116.1","224","1069","29","135"
"132","288.9","1249.2","116.2","223","1067","28","135"
"133","290.9","1257.7","116.5","221","1061","29","135"
"134","292.9","1266.3","116.5","221","1061","29","135"
"135","294.9","1274.8","116.7","220","1057","28","135"
"136","297.4","1285.8","116.8","220","1055","28","135"
"137","299.4","1294.3","116.5","221","1061","28","135"
"138","301.4","1302.9","116.5","221","1061","28","135"
"139","303.4","1311.5","116.5","221","1061","28","135"
"140","305.4","1320.1","116.0","224","1071","29","135"
"141","307.9","1331.2","115.4","228","1083","28","135"
"142","309.9","1339.9","115.2","229","1087","29","135"
"143","311.9","1348.5","115.2","229","1087","29","136"
"144","313.9","1357.1","115.3","228","1085","28","136"
"145","315.9","1365.8","115.7","226","1077","28","136"
"146","318.4","1376.9","114.8","231","1096","28","137"
"147","320.4","1385.5","114.8","231","1096","28","137"
"148","322.4","1394.3","115.3","228","1085","28","138"
"149","324.4","1402.9","115.0","230","1092","29","138"
"150","326.4","1411.9","115.2","229","1087","29","139"
"151","328.4","1420.6","112.8","244","1139","29","139"
"152","330.9","1431.8","114.1","236","1110","29","138"
"153","332.8","1440.5","114.3","234","1106","29","138"
"154","334.9","1449.2","114.3","234","1106","29","139"
"155","336.9","1458.0","115.6","227","1079","29","139"
"156","338.9","1466.8","113.8","237","1117","29","139"
"157","340.9","1475.5","113.8","237","1117","29","139"
"158","343.4","1486.5","115.8","225","1075","29","139"
"159","345.4","1495.1","115.8","225","1075","29","139"
"160","347.4","1503.7","116.8","220","1055","29","139"
"161","349.4","1512.2","116.8","220","1055","29","139"
"162","351.8","1522.9","118.2","212","1029","27","139"
"163","353.9","1531.5","117.1","218","1050","30","139"
"164","355.9","1540.1","117.1","218","1050","30","139"
"165","357.9","1548.7","116.4","222","1063","29","139"
"166","359.9","1557.4","115.8","225","1075","28","139"
"167","362.4","1568.4","114.5","233","1102","28","139"
"168","364.4","1577.0","115.2","229","1087","27","139"
"169","366.8","1587.8","116.0","224","1071","26","139"
"170","368.9","1596.3","116.8","220","1055","27","140"
"171","371.4","1607.1","116.3","222","1065","27","140"
"172","373.4","1615.4","117.7","215","1038","27","140"
"173","375.9","1626.4","115.4","228","1083","27","140"
"174","377.9","1635.1","115.4","228","1083","27","140"
"175","380.3","1645.9","116.5","221","1061","27","140"
"176","382.4","1654.4","116.5","221","1061","27","140"
"177","384.8","1665.1","118.1","212","1031","27","139"
"178","386.9","1673.5","118.1","212","1031","27","139"
"179","389.3","1684.1","118.7","209","1020","26","139"
"180","391.9","1694.7","120.0","203","997","26","139"
"181","393.8","1702.8","120.0","203","997","26","139"
"182","396.4","1712.8","121.2","197","976","27","139"
"183","398.3","1720.3","127.1","170","886","25","139"
"184","400.8","1730.3","130.9","156","837","26","139"
"185","403.4","1740.6","122.4","191","956","26","139"
"186","405.3","1748.5","122.4","191","956","26","138"
"187","407.8","1758.3","125.5","177","909","25","138"
"188","410.4","1768.6","124.0","184","931","26","137"
"189","412.3","1776.4","124.0","184","931","26","137"
"190","414.8","1786.2","126.1","175","900","25","137"
"191","417.3","1795.8","128.7","164","865","25","137"
"192","419.8","1805.7","128.6","165","866","25","137"
"193","421.8","1813.3","128.6","165","866","25","137"
"194","424.4","1823.3","127.2","170","885","26","136"
"195","426.3","1830.9","127.2","170","885","26","136"
"196","428.8","1840.5","129.7","160","852","26","135"
"197","431.3","1850.5","127.1","170","886","26","135"
"198","433.3","1858.2","127.1","170","886","26","134"
"199","435.9","1868.2","127.9","167","875","26","134"
"200","437.9","1876.1","127.1","170","886","25","133"
"201","440.3","1886.8","123.7","185","936","27","133"
"202","442.8","1897.5","118.7","209","1020","26","132"
"203","444.8","1905.9","118.7","209","1020","26","132"
"204","447.3","1916.5","117.2","217","1048","26","133"
"205","449.8","1927.1","119.3","206","1009","26","134"
"206","451.8","1935.3","119.3","206","1009","26","134"
"207","454.3","1946.2","117.2","217","1048","27","135"
"208","456.3","1954.6","117.2","217","1048","27","135"
"209","458.8","1965.3","118.9","208","1016","27","136"
"210","460.8","1973.7","118.9","208","1016","27","136"
"211","463.4","1985.0","113.7","238","1119","27","136"
"212","465.3","1993.5","113.7","238","1119","27","136"
"213","469.1","2004.0","121.3","196","974","26","137"
"214","470.2","2024.4","121.3","196","974","26","100"
"215","472.7","2029.4","315.5","11","338","26","101"
"216","475.2","2036.0","244.7","24","382","26","100"
"217","477.6","2043.4","188.8","52","478","26","98"
"218","480.1","2051.3","158.8","87","600","26","97"
"219","482.1","2057.7","158.8","87","600","26","97"
"220","484.6","2066.0","155.3","93","621","26","98"
"221","488.6","2078.5","161.4","83","586","26","98"
"222","490.6","2085.1","161.4","83","586","26","98"
"223","493.1","2094.7","132.4","151","818","26","98"
"224","495.1","2102.5","132.4","151","818","26","99"
"225","497.6","2112.7","126.2","174","899","26","100"
"226","499.6","2120.8","124.1","183","930","26","101"
"227","502.1","2131.1","123.2","187","944","26","103"
"228","0.4","2.3","0.0","","","0","104"
"229","2.9","13.6","112.8","244","1139","28","105"
"230","4.9","22.3","112.8","244","1139","28","106"
"231","6.9","31.0","114.0","236","1113","28","108"
"232","9.3","42.0","115.8","225","1075","28","109"
"233","11.4","50.6","115.8","225","1075","28","110"
"234","13.4","59.2","115.8","225","1075","28","111"
"235","15.8","70.0","117.0","219","1052","28","113"
"236","17.9","78.5","117.0","219","1052","28","113"
"237","19.9","87.0","117.3","217","1046","27","114"
"238","22.4","97.9","117.1","218","1050","28","115"
"239","24.4","106.4","117.1","218","1050","28","115"
"240","26.4","114.9","116.9","219","1054","27","116"
"241","28.9","125.8","117.3","217","1046","27","117"
"242","30.9","134.3","116.4","222","1063","27","118"
"243","33.3","145.0","116.7","220","1057","27","119"
"244","35.3","153.5","117.4","216","1044","27","119"
"245","37.9","164.5","115.8","225","1075","27","119"
"246","39.8","173.0","115.8","225","1075","27","119"
"247","42.4","183.9","116.1","224","1069","26","120"
"248","44.4","192.6","116.1","224","1069","26","121"
"249","46.9","203.5","115.7","226","1077","27","122"
"250","48.8","212.1","115.7","226","1077","27","122"
"251","51.4","223.2","114.9","231","1094","27","124"
"252","53.3","231.6","114.9","231","1094","27","124"
"253","55.8","242.5","116.9","219","1054","27","125"
"254","57.9","251.1","116.9","219","1054","27","126"
"255","59.8","259.6","116.6","221","1059","28","126"
"256","62.4","270.5","116.3","222","1065","27","126"
"257","64.4","279.1","116.3","222","1065","27","126"
"258","66.4","287.7","115.7","226","1077","28","127"
"259","68.8","298.4","116.7","220","1057","27","129"
"260","70.8","307.0","117.1","218","1050","27","129"
"261","73.3","317.9","116.2","223","1067","27","129"
