"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.9","12.0","145.3","114","692","0","72"
"2","4.9","21.6","112.2","248","1152","30","74"
"3","6.9","31.1","105.4","299","1328","29","76"
"4","8.9","40.6","104.1","310","1367","29","79"
"5","11.4","52.8","104.9","303","1343","28","85"
"6","13.4","62.3","104.9","303","1343","28","91"
"7","15.4","71.6","104.9","303","1343","28","95"
"8","17.9","83.6","105.8","296","1317","28","102"
"9","19.9","92.8","108.0","278","1256","29","103"
"10","21.9","102.0","108.0","278","1256","29","107"
"11","23.9","111.2","108.0","278","1256","28","108"
"12","26.4","122.6","111.3","254","1173","28","109"
"13","28.4","131.6","111.3","254","1173","28","110"
"14","30.9","142.9","111.6","252","1166","26","110"
"15","32.9","151.8","111.6","252","1166","26","110"
"16","35.4","163.1","112.1","248","1155","27","110"
"17","37.4","172.0","112.1","248","1155","27","111"
"18","39.4","181.0","111.5","252","1168","27","112"
"19","41.9","192.3","112.4","246","1148","27","112"
"20","43.9","201.2","112.4","246","1148","27","114"
"21","46.4","212.6","111.1","255","1178","28","114"
"22","48.4","221.6","111.1","255","1178","28","116"
"23","50.4","230.6","110.8","257","1185","28","117"
"24","52.9","242.1","111.0","256","1180","28","118"
"25","54.9","251.0","111.0","256","1180","28","119"
"26","56.9","260.0","111.0","256","1180","27","120"
"27","59.4","271.3","112.8","244","1139","27","120"
"28","61.4","280.0","112.8","244","1139","27","121"
"29","63.9","291.2","113.8","237","1117","27","121"
"30","65.9","300.0","113.8","237","1117","27","121"
"31","68.4","311.4","111.0","256","1180","27","121"
"32","70.4","320.4","111.0","256","1180","27","121"
"33","72.4","329.4","110.9","257","1183","28","122"
"34","74.9","340.7","111.7","251","1164","27","122"
"35","76.9","349.5","111.7","251","1164","27","123"
"36","78.9","358.5","112.4","246","1148","28","123"
"37","81.4","369.8","112.1","248","1155","27","124"
"38","83.4","378.7","112.1","248","1155","27","125"
"39","85.4","387.4","112.0","249","1157","27","125"
"40","87.9","398.7","112.6","245","1143","27","126"
"41","89.9","407.4","112.6","245","1143","27","127"
"42","92.4","418.9","111.3","254","1173","28","127"
"43","94.4","427.8","111.3","254","1173","28","128"
"44","96.4","436.7","111.5","252","1168","28","128"
"45","98.9","448.0","112.6","245","1143","28","128"
"46","100.9","456.9","112.6","245","1143","28","128"
"47","102.9","465.7","112.5","246","1146","28","128"
"48","105.4","476.9","112.3","247","1150","27","128"
"49","107.4","485.6","112.8","244","1139","27","129"
"50","109.9","496.8","113.8","237","1117","27","130"
"51","111.9","505.5","113.8","237","1117","27","130"
"52","114.4","516.9","111.9","250","1159","26","130"
"53","116.4","525.6","111.9","250","1159","26","130"
"54","118.9","536.8","113.5","239","1123","27","130"
"55","120.9","545.5","113.5","239","1123","27","131"
"56","123.4","556.7","114.0","236","1113","26","131"
"57","125.4","565.3","114.0","236","1113","26","131"
"58","127.9","576.3","115.6","227","1079","27","131"
"59","129.9","585.0","115.6","227","1079","27","131"
"60","131.9","593.7","115.1","230","1089","27","132"
"61","134.4","605.0","113.5","239","1123","27","132"
"62","136.4","613.5","113.5","239","1123","27","131"
"63","138.9","624.6","115.2","229","1087","26","130"
"64","140.9","633.1","115.2","229","1087","26","131"
"65","143.4","644.1","115.3","228","1085","26","132"
"66","145.4","652.8","115.3","228","1085","26","132"
"67","147.9","664.0","113.5","239","1123","27","132"
"68","149.9","672.7","113.5","239","1123","27","132"
"69","151.9","681.4","114.8","231","1096","27","132"
"70","154.4","692.5","114.2","235","1108","27","132"
"71","156.4","701.2","114.2","235","1108","27","132"
"72","158.9","712.3","114.7","232","1098","27","132"
"73","160.9","721.0","114.7","232","1098","27","133"
"74","163.4","732.0","114.7","232","1098","27","133"
"75","165.4","740.7","114.7","232","1098","27","133"
"76","167.4","749.3","114.9","231","1094","27","133"
"77","169.9","760.4","114.3","234","1106","28","133"
"78","171.9","769.2","114.3","234","1106","28","133"
"79","173.9","777.9","114.0","236","1113","28","133"
"80","176.4","789.0","113.8","237","1117","27","133"
"81","178.4","797.7","114.0","236","1113","27","133"
"82","180.9","808.9","113.6","239","1121","27","134"
"83","182.9","817.6","113.6","239","1121","27","134"
"84","185.4","828.7","115.0","230","1092","28","134"
"85","187.4","837.4","115.0","230","1092","28","134"
"86","189.4","846.0","114.4","234","1104","28","135"
"87","191.9","857.0","115.7","226","1077","28","135"
"88","193.9","865.8","115.7","226","1077","28","134"
"89","195.9","874.8","113.2","241","1130","28","134"
"90","198.4","886.2","111.7","251","1164","27","135"
"91","200.4","895.0","111.7","251","1164","27","135"
"92","202.9","906.4","111.7","251","1164","27","135"
"93","204.9","915.3","111.7","251","1164","27","136"
"94","206.9","924.1","111.9","250","1159","27","136"
"95","209.4","935.5","112.3","247","1150","28","136"
"96","211.4","944.3","112.3","247","1150","28","136"
"97","213.4","953.3","112.6","245","1143","28","136"
"98","215.9","964.6","111.4","253","1171","28","136"
"99","217.9","973.6","111.4","253","1171","28","137"
