"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","1.1","3.9","153.8","96","631","0","71"
"2","3.1","12.4","118.8","209","1018","29","72"
"3","5.1","21.4","111.9","250","1159","29","76"
"4","7.1","30.3","111.9","250","1159","29","76"
"5","9.1","39.1","111.9","250","1159","28","78"
"6","11.6","50.2","112.6","245","1143","28","79"
"7","13.6","58.7","114.6","233","1100","27","80"
"8","16.1","69.3","117.1","218","1050","27","80"
"9","18.1","77.6","119.6","205","1004","26","80"
"10","20.6","88.3","118.9","208","1016","27","82"
"11","23.1","99.2","117.0","219","1052","26","94"
"12","25.1","107.4","117.0","219","1052","26","97"
"13","27.6","118.0","119.6","205","1004","26","99"
"14","29.6","126.5","119.6","205","1004","26","99"
"15","32.1","137.2","118.1","212","1031","27","98"
"16","34.1","145.6","118.1","212","1031","27","99"
"17","36.6","156.3","118.1","212","1031","27","100"
"18","38.6","164.7","118.1","212","1031","27","102"
"19","41.1","175.2","119.7","204","1002","26","103"
"20","43.1","183.6","119.7","204","1002","26","104"
"21","45.6","194.3","118.7","209","1020","27","105"
"22","47.6","202.5","118.7","209","1020","27","107"
"23","50.1","213.2","119.0","208","1014","26","108"
"24","52.1","221.4","118.6","210","1022","26","108"
"25","54.6","232.0","119.8","204","1000","26","109"
"26","57.1","242.6","120.1","202","995","27","109"
"27","59.1","250.8","120.1","202","995","27","110"
"28","61.6","261.3","120.3","201","991","26","110"
"29","63.6","269.5","120.3","201","991","26","110"
"30","66.1","279.9","120.8","199","983","26","110"
"31","68.1","288.1","120.8","199","983","26","111"
"32","70.6","298.9","118.1","212","1031","27","110"
"33","72.6","307.3","118.1","212","1031","27","111"
"34","75.1","317.9","117.9","214","1034","26","111"
"35","77.6","328.6","118.6","210","1022","26","112"
"36","79.6","336.9","118.6","210","1022","26","112"
"37","82.1","347.7","117.8","214","1036","26","113"
"38","84.1","356.1","117.8","214","1036","26","114"
"39","86.6","366.8","118.1","212","1031","26","115"
"40","89.1","377.4","119.2","207","1011","26","116"
"41","91.1","385.7","119.2","207","1011","26","116"
"42","93.1","394.0","119.3","206","1009","27","116"
"43","95.6","404.6","119.2","207","1011","27","117"
"44","98.1","415.2","119.4","206","1007","26","118"
"45","100.1","423.4","119.4","206","1007","26","118"
"46","102.1","431.7","120.2","202","993","27","118"
"47","104.6","442.3","119.6","205","1004","27","119"
"48","107.1","452.9","120.0","203","997","26","119"
"49","109.1","461.1","120.0","203","997","26","119"
"50","111.6","471.7","119.8","204","1000","27","119"
"51","113.6","479.9","119.8","204","1000","27","119"
"52","116.1","490.6","118.2","212","1029","27","120"
"53","118.1","499.0","118.2","212","1029","27","120"
"54","120.6","509.5","120.0","203","997","26","121"
"55","122.6","517.6","120.0","203","997","26","121"
"56","125.1","528.2","120.5","200","988","27","121"
"57","127.1","536.5","120.5","200","988","27","121"
"58","129.6","547.0","119.5","205","1005","26","122"
"59","132.1","557.6","119.5","205","1005","26","122"
"60","134.1","565.9","119.5","205","1005","26","122"
"61","136.6","576.5","119.2","207","1011","26","122"
"62","138.6","584.9","119.2","207","1011","26","122"
"63","141.1","595.4","118.7","209","1020","26","122"
"64","143.6","605.9","119.9","203","998","25","122"
"65","145.6","614.3","119.9","203","998","25","122"
"66","148.1","624.9","118.4","211","1025","26","122"
"67","150.6","635.2","121.8","194","966","26","122"
"68","152.6","643.4","121.8","194","966","26","122"
"69","155.1","654.3","115.8","225","1075","26","123"
"70","157.1","662.8","115.8","225","1075","26","122"
"71","159.6","673.4","117.7","215","1038","27","122"
"72","162.1","684.0","119.1","207","1013","26","123"
"73","164.1","692.3","119.1","207","1013","26","123"
"74","166.6","702.9","118.9","208","1016","26","123"
"75","168.6","711.2","118.9","208","1016","26","124"
"76","171.1","721.7","119.7","204","1002","26","125"
"77","173.6","732.3","120.1","202","995","27","125"
"78","175.6","740.5","120.1","202","995","27","125"
"79","178.1","751.0","119.6","205","1004","26","125"
"80","180.6","761.6","120.1","202","995","26","124"
"81","182.6","769.8","120.1","202","995","26","124"
"82","185.1","780.6","118.0","213","1033","27","125"
"83","187.1","789.1","118.0","213","1033","27","125"
"84","189.6","799.6","119.2","207","1011","26","126"
"85","191.6","807.9","119.2","207","1011","26","126"
"86","194.1","818.8","116.3","222","1065","27","126"
"87","196.6","829.4","118.4","211","1025","25","127"
"88","198.6","837.7","118.4","211","1025","25","127"
"89","201.1","848.3","118.7","209","1020","26","127"
"90","203.6","858.8","119.7","204","1002","26","128"
"91","205.6","867.2","119.7","204","1002","26","128"
"92","208.1","877.8","119.2","207","1011","26","128"
"93","210.1","886.1","119.2","207","1011","26","128"
"94","212.6","896.7","120.0","203","997","26","128"
"95","215.1","907.1","120.6","200","986","25","128"
"96","217.1","915.3","120.6","200","986","25","128"
"97","219.6","925.9","119.9","203","998","26","128"
"98","222.1","936.4","119.2","207","1011","26","128"
"99","224.6","947.0","120.3","201","991","25","128"
"100","226.6","955.0","120.3","201","991","25","128"
"101","229.1","965.5","120.6","200","986","25","128"
"102","231.6","976.1","119.7","204","1002","24","128"
"103","234.1","986.5","119.4","206","1007","26","129"
"104","236.6","997.0","120.9","198","981","26","129"
"105","238.6","1005.3","120.9","198","981","26","129"
"106","241.1","1016.1","117.2","217","1048","26","129"
"107","243.1","1024.4","117.2","217","1048","26","129"
"108","245.6","1034.8","119.0","208","1014","26","129"
"109","248.1","1045.4","120.0","203","997","26","129"
"110","250.1","1053.9","120.0","203","997","26","130"
"111","252.6","1064.7","115.9","225","1073","26","130"
