"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","1.2","3.9","159.7","86","595","0","63"
"2","3.2","12.5","118.9","208","1016","30","63"
"3","5.2","21.5","110.4","260","1195","29","62"
"4","7.2","30.7","110.4","260","1195","29","63"
"5","9.2","39.7","108.9","271","1232","29","65"
"6","11.2","48.7","110.5","259","1192","28","71"
"7","13.7","60.1","111.7","251","1164","28","75"
"8","15.7","69.0","111.7","251","1164","28","79"
"9","18.2","80.1","113.7","238","1119","28","82"
"10","20.2","88.9","113.7","238","1119","28","85"
"11","22.2","97.6","114.0","236","1113","28","87"
"12","24.7","108.7","114.6","233","1100","27","90"
"13","26.7","117.2","114.6","233","1100","27","91"
"14","29.2","128.3","116.1","224","1069","26","92"
"15","31.2","136.9","114.1","236","1110","27","93"
"16","33.7","148.0","115.0","230","1092","27","95"
"17","35.7","156.5","115.0","230","1092","27","96"
"18","38.2","167.5","115.2","229","1087","27","98"
"19","40.2","176.1","115.9","225","1073","27","99"
"20","42.7","187.1","115.6","227","1079","27","100"
"21","44.7","195.6","115.6","227","1079","27","102"
"22","47.2","206.5","116.0","224","1071","27","103"
"23","49.2","215.2","116.0","224","1071","27","104"
"24","51.7","226.1","115.4","228","1083","27","104"
"25","53.7","234.8","115.4","228","1083","27","105"
"26","55.7","243.4","114.7","232","1098","27","105"
"27","58.2","254.5","115.3","228","1085","27","105"
"28","60.2","263.0","115.3","228","1085","27","106"
"29","62.7","273.9","116.3","222","1065","27","107"
"30","64.7","282.4","116.3","222","1065","27","108"
"31","67.2","293.4","116.1","224","1069","26","108"
"32","69.2","301.9","115.3","228","1085","27","108"
"33","71.7","312.9","116.0","224","1071","27","109"
"34","73.7","321.5","116.0","224","1071","27","109"
"35","76.2","332.5","115.4","228","1083","27","109"
"36","78.2","341.1","115.4","228","1083","27","109"
"37","80.2","349.8","115.3","228","1085","28","109"
"38","82.7","360.7","115.3","228","1085","27","110"
"39","84.7","369.3","115.6","227","1079","27","110"
"40","87.2","380.4","114.9","231","1094","27","110"
"41","89.2","389.0","114.5","233","1102","27","111"
"42","91.7","399.9","115.4","228","1083","27","111"
"43","93.7","408.4","116.0","224","1071","26","112"
"44","96.2","419.3","116.5","221","1061","27","112"
"45","98.2","427.7","116.3","222","1065","27","112"
"46","100.7","438.5","117.9","214","1034","26","113"
"47","103.2","449.3","117.6","215","1040","26","113"
"48","105.2","457.8","117.6","215","1040","26","113"
"49","107.7","468.7","116.7","220","1057","26","114"
"50","109.7","477.1","116.7","220","1057","26","114"
"51","112.2","488.0","116.7","220","1057","26","114"
"52","114.2","496.4","116.8","220","1055","27","114"
"53","116.7","507.1","117.3","217","1046","26","114"
"54","118.7","515.6","117.8","214","1036","27","114"
"55","121.2","526.3","117.6","215","1040","26","115"
"56","123.7","537.0","118.1","212","1031","26","115"
"57","125.7","545.4","118.1","212","1031","26","115"
"58","128.2","556.2","117.7","215","1038","26","115"
"59","130.7","567.0","116.8","220","1055","25","116"
"60","132.7","575.4","116.8","220","1055","25","116"
"61","135.2","586.2","117.6","215","1040","26","117"
"62","137.2","594.7","117.6","215","1040","26","117"
"63","139.7","605.7","115.7","226","1077","26","117"
"64","142.2","616.7","114.5","233","1102","26","117"
"65","144.2","625.2","114.5","233","1102","26","118"
"66","146.7","636.0","116.3","222","1065","26","118"
"67","149.2","646.8","117.1","218","1050","26","118"
"68","151.2","655.3","117.1","218","1050","26","119"
"69","153.7","666.2","115.9","225","1073","26","119"
"70","155.7","674.7","115.9","225","1073","26","119"
"71","158.2","685.5","116.5","221","1061","27","119"
"72","160.7","696.3","117.3","217","1046","26","119"
"73","162.7","704.7","117.3","217","1046","26","119"
"74","165.2","715.5","116.8","220","1055","25","118"
"75","167.7","726.3","116.8","220","1055","26","119"
"76","169.7","734.7","116.8","220","1055","26","119"
"77","172.2","745.4","118.5","210","1023","27","119"
"78","174.2","753.7","118.5","210","1023","27","119"
"79","176.7","764.1","119.3","206","1009","26","119"
"80","179.2","774.6","120.8","199","983","26","119"
"81","181.2","782.9","120.8","199","983","26","119"
"82","183.7","793.5","119.0","208","1014","27","119"
"83","186.2","804.1","118.5","210","1023","26","119"
"84","188.2","812.4","118.5","210","1023","26","119"
"85","190.7","823.0","119.2","207","1011","26","119"
"86","193.2","833.6","119.4","206","1007","26","119"
"87","195.2","841.9","119.4","206","1007","26","119"
"88","197.7","852.6","118.4","211","1025","26","119"
"89","200.2","863.2","119.2","207","1011","26","119"
"90","202.1","871.5","119.2","207","1011","26","119"
"91","204.7","882.3","118.6","210","1022","26","119"
"92","206.7","890.7","117.6","215","1040","26","119"
"93","209.2","901.3","117.7","215","1038","26","119"
"94","211.7","912.1","117.9","214","1034","27","119"
"95","213.7","920.4","117.9","214","1034","27","119"
"96","216.2","931.2","118.3","211","1027","27","119"
"97","218.2","939.5","118.3","211","1027","27","119"
"98","220.6","950.3","117.0","219","1052","27","119"
"99","222.6","958.7","117.0","219","1052","27","119"
"100","225.2","969.3","117.6","215","1040","26","119"
"101","227.7","979.9","119.6","205","1004","25","119"
"102","229.6","988.1","119.6","205","1004","25","119"
"103","232.1","998.7","119.4","206","1007","25","119"
"104","234.7","1009.3","119.3","206","1009","25","119"
"105","236.6","1017.5","119.6","205","1004","26","118"
"106","239.2","1028.3","119.2","207","1011","26","118"
"107","241.7","1038.9","119.5","205","1005","26","119"
"108","244.2","1049.4","119.9","203","998","25","119"
"109","246.2","1057.6","119.9","203","998","25","119"
"110","248.7","1068.2","119.1","207","1013","26","118"
"111","251.2","1078.9","118.6","210","1022","25","118"
"112","253.2","1087.2","118.6","210","1022","25","118"
"113","255.7","1097.8","118.6","210","1022","26","119"
"114","258.2","1108.3","119.5","205","1005","26","119"
"115","260.1","1116.5","119.5","205","1005","26","119"
"116","262.7","1127.2","119.2","207","1011","26","118"
"117","265.2","1137.8","119.1","207","1013","26","118"
"118","267.2","1146.2","118.7","209","1020","25","118"
"119","269.7","1156.9","118.0","213","1033","26","118"
"120","272.1","1167.5","119.3","206","1009","26","118"
"121","274.1","1175.8","119.3","206","1009","26","118"
"122","276.7","1186.5","118.6","210","1022","26","118"
"123","279.2","1197.2","118.6","210","1022","25","118"
"124","281.1","1205.3","118.6","210","1022","25","118"
"125","283.6","1215.9","119.2","207","1011","25","118"
"126","286.1","1226.5","119.0","208","1014","25","118"
"127","288.6","1237.1","119.1","207","1013","25","118"
"128","291.1","1247.7","119.4","206","1007","25","118"
"129","293.2","1255.9","119.4","206","1007","25","118"
"130","295.6","1266.5","119.5","205","1005","25","118"
"131","298.2","1277.2","118.7","209","1020","25","118"
"132","300.1","1285.5","118.7","209","1020","25","119"
"133","302.7","1296.2","118.0","213","1033","26","119"
"134","305.1","1306.9","118.3","211","1027","25","118"
"135","307.6","1317.7","117.1","218","1050","26","118"
"136","309.6","1326.0","117.1","218","1050","26","119"
"137","312.2","1336.8","117.3","217","1046","26","119"
"138","314.1","1345.1","117.3","217","1046","26","119"
"139","316.6","1355.6","118.9","208","1016","26","119"
"140","319.1","1366.2","119.6","205","1004","25","119"
"141","321.6","1376.8","119.2","207","1011","25","119"
"142","323.6","1385.0","119.2","207","1011","25","119"
"143","326.1","1395.4","120.5","200","988","26","119"
"144","328.6","1405.8","122.5","190","955","26","120"
"145","330.6","1414.0","122.5","190","955","26","119"
"146","333.1","1424.5","119.2","207","1011","26","119"
"147","335.6","1434.8","122.5","190","955","25","119"
"148","337.6","1442.8","122.5","190","955","25","119"
"149","340.1","1453.2","123.1","188","945","26","119"
"150","342.6","1463.5","121.5","195","971","26","119"
"151","345.1","1473.8","122.4","191","956","25","120"
"152","347.1","1482.0","122.4","191","956","25","120"
"153","349.6","1492.3","121.2","197","976","26","120"
"154","352.1","1502.7","122.0","193","963","25","120"
"155","354.1","1510.7","122.0","193","963","25","120"
"156","356.6","1521.1","121.9","193","964","26","120"
"157","359.1","1531.6","121.1","197","978","25","120"
"158","361.1","1539.7","121.1","197","978","25","120"
"159","363.6","1550.1","121.5","195","971","26","120"
"160","366.1","1560.7","120.2","202","993","26","120"
"161","368.6","1571.1","121.0","198","979","26","120"
"162","370.6","1579.2","121.0","198","979","26","120"
