"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","3.0","11.1","160.7","84","590","0","72"
"2","5.0","20.0","121.8","194","966","29","72"
"3","7.5","31.2","112.9","243","1137","28","72"
"4","9.5","39.8","112.9","243","1137","28","72"
"5","12.0","50.6","117.1","218","1050","27","74"
"6","14.0","59.0","117.1","218","1050","27","77"
"7","16.5","69.6","118.6","210","1022","27","83"
"8","18.5","77.9","118.6","210","1022","27","87"
"9","21.0","88.6","118.3","211","1027","26","89"
"10","23.0","97.1","118.3","211","1027","26","90"
"11","25.5","107.7","119.4","206","1007","27","92"
"12","27.5","116.0","119.4","206","1007","27","93"
"13","30.0","126.5","120.3","201","991","27","95"
"14","32.0","135.0","120.3","201","991","27","96"
"15","34.5","145.7","118.1","212","1031","27","98"
"16","36.5","154.1","118.1","212","1031","27","99"
"17","38.5","162.4","119.0","208","1014","27","101"
"18","41.0","173.0","118.6","210","1022","27","101"
"19","43.4","183.6","119.2","207","1011","26","103"
"20","45.5","192.0","119.2","207","1011","26","104"
"21","47.9","202.8","117.0","219","1052","27","104"
"22","50.0","211.2","117.0","219","1052","27","105"
"23","52.5","221.7","118.7","209","1020","27","106"
"24","54.5","229.9","120.6","200","986","26","107"
"25","57.0","240.5","120.3","201","991","27","107"
"26","58.9","248.8","120.1","202","995","26","108"
"27","61.4","259.5","118.0","213","1033","27","109"
"28","64.0","269.9","121.5","195","971","26","109"
"29","66.0","278.1","121.5","195","971","26","110"
"30","68.4","288.7","119.0","208","1014","27","110"
"31","70.5","297.2","119.0","208","1014","27","110"
"32","72.9","307.7","119.9","203","998","27","110"
"33","75.0","316.0","119.9","203","998","27","111"
"34","77.5","326.7","119.2","207","1011","26","111"
"35","80.0","337.4","118.9","208","1016","26","112"
"36","81.9","345.5","118.9","208","1016","26","112"
"37","84.4","356.0","121.3","196","974","26","112"
"38","86.4","364.2","121.3","196","974","26","112"
"39","89.0","374.7","120.2","202","993","27","113"
"40","91.0","383.1","120.2","202","993","27","113"
"41","93.4","393.7","118.7","209","1020","27","113"
"42","95.5","402.1","118.3","211","1027","26","113"
"43","98.0","412.8","119.0","208","1014","27","113"
"44","99.9","421.1","118.2","212","1029","26","113"
"45","102.4","431.8","118.7","209","1020","26","114"
"46","105.0","442.5","118.1","212","1031","26","115"
"47","106.9","450.9","118.1","212","1031","26","115"
"48","109.5","461.6","118.3","211","1027","26","115"
"49","111.5","470.0","118.3","211","1027","26","115"
"50","114.0","480.6","118.8","209","1018","27","116"
"51","116.0","488.8","118.8","209","1018","27","116"
"52","118.4","499.5","120.3","201","991","26","116"
"53","120.5","507.9","118.3","211","1027","27","117"
"54","123.0","518.6","118.3","211","1027","26","117"
"55","125.5","529.1","120.4","201","990","26","117"
"56","127.4","537.3","120.4","201","990","26","117"
"57","129.9","547.9","119.4","206","1007","27","117"
"58","131.9","556.3","119.4","206","1007","27","117"
"59","134.5","566.9","119.8","204","1000","27","117"
"60","136.4","575.2","119.8","204","1000","27","117"
"61","138.9","585.8","118.7","209","1020","27","117"
"62","141.0","594.2","118.7","209","1020","27","117"
"63","143.5","604.8","118.8","209","1018","26","118"
"64","145.4","613.2","118.8","209","1018","26","118"
"65","147.9","623.8","118.2","212","1029","26","119"
"66","150.4","634.4","119.0","208","1014","27","119"
"67","152.4","642.8","119.0","208","1014","27","119"
"68","154.9","653.5","118.0","213","1033","27","120"
"69","156.9","661.9","118.0","213","1033","27","120"
"70","159.4","672.5","118.8","209","1018","26","120"
"71","161.5","680.9","118.8","209","1018","26","120"
"72","163.9","691.5","118.4","211","1025","25","120"
"73","166.4","702.3","118.0","213","1033","26","120"
"74","168.5","710.6","118.0","213","1033","26","120"
"75","170.9","721.2","118.7","209","1020","26","120"
"76","172.9","729.4","119.1","207","1013","26","120"
"77","175.4","740.1","120.3","201","991","26","120"
"78","177.9","750.8","118.3","211","1027","26","121"
"79","179.9","759.1","118.3","211","1027","26","121"
"80","182.4","769.9","118.1","212","1031","27","120"
"81","184.4","778.4","118.1","212","1031","27","121"
"82","186.9","789.1","118.6","210","1022","26","121"
"83","188.9","797.3","118.6","210","1022","26","122"
"84","191.4","808.0","118.0","213","1033","27","122"
"85","193.4","816.5","118.0","213","1033","27","122"
"86","195.9","827.2","116.7","220","1057","27","122"
"87","197.9","835.5","118.3","211","1027","26","122"
"88","200.4","846.0","119.8","204","1000","26","121"
"89","202.9","856.6","119.2","207","1011","26","121"
"90","204.9","865.0","119.2","207","1011","26","121"
"91","207.4","875.6","119.7","204","1002","27","121"
"92","209.4","883.8","119.7","204","1002","27","121"
"93","211.9","894.7","118.9","208","1016","26","121"
"94","213.9","903.0","117.4","216","1044","27","121"
"95","216.4","913.7","117.8","214","1036","27","122"
"96","218.4","922.2","118.1","212","1031","26","122"
"97","220.9","933.0","117.4","216","1044","26","122"
"98","223.4","943.5","120.2","202","993","26","122"
"99","225.4","951.6","120.2","202","993","26","122"
"100","227.9","962.2","120.2","202","993","26","122"
"101","229.9","970.5","120.2","202","993","26","122"
"102","232.4","981.2","118.6","210","1022","27","121"
"103","234.4","989.5","118.6","210","1022","27","121"
"104","236.9","1000.1","118.6","210","1022","26","121"
"105","238.9","1008.4","119.5","205","1005","27","122"
"106","241.4","1019.0","119.9","203","998","26","121"
"107","243.4","1027.5","119.0","208","1014","27","121"
"108","245.9","1038.2","116.8","220","1055","27","122"
"109","248.4","1048.6","120.5","200","988","26","122"
"110","250.4","1056.9","120.5","200","988","26","122"
"111","252.9","1067.6","119.6","205","1004","26","122"
"112","254.9","1075.9","117.9","214","1034","26","122"
"113","257.4","1086.6","119.3","206","1009","26","122"
"114","259.9","1097.2","118.9","208","1016","26","122"
"115","261.9","1105.5","118.9","208","1016","26","122"
"116","264.4","1116.2","118.3","211","1027","26","122"
"117","266.4","1124.5","118.7","209","1020","26","123"
"118","268.9","1135.2","118.8","209","1018","26","122"
"119","271.4","1145.9","118.9","208","1016","26","122"
"120","273.4","1154.1","118.9","208","1016","26","122"
"121","275.9","1164.9","118.5","210","1023","26","122"
"122","277.9","1173.1","118.5","210","1023","26","122"
"123","280.4","1183.8","118.6","210","1022","26","122"
"124","282.9","1194.5","118.9","208","1016","26","122"
"125","284.9","1202.8","118.9","208","1016","26","122"
"126","287.4","1213.6","116.9","219","1054","26","123"
"127","289.4","1222.0","116.9","219","1054","26","123"
"128","291.9","1232.6","118.8","209","1018","26","123"
"129","293.9","1240.9","118.8","209","1018","26","123"
"130","296.4","1251.5","119.5","205","1005","26","123"
"131","298.9","1262.2","118.5","210","1023","27","122"
"132","300.9","1270.6","118.5","210","1023","27","122"
"133","303.4","1281.3","117.7","215","1038","26","122"
"134","305.4","1289.7","117.7","215","1038","26","122"
"135","307.9","1300.6","117.0","219","1052","26","122"
"136","309.9","1308.9","117.4","216","1044","26","122"
"137","312.4","1319.6","118.7","209","1020","26","122"
"138","314.4","1327.9","119.0","208","1014","27","123"
"139","316.9","1338.4","118.7","209","1020","27","123"
"140","319.4","1349.0","119.7","204","1002","27","124"
"141","321.4","1357.4","119.7","204","1002","27","124"
"142","323.9","1368.2","116.9","219","1054","27","124"
"143","325.9","1376.6","116.9","219","1054","27","123"
"144","328.4","1387.5","117.0","219","1052","27","123"
"145","330.4","1395.9","117.0","219","1052","27","124"
"146","332.9","1406.6","118.3","211","1027","26","124"
"147","334.9","1414.9","118.3","211","1027","26","124"
"148","337.4","1425.7","118.3","211","1027","26","124"
"149","339.9","1436.3","119.4","206","1007","26","125"
"150","341.9","1444.5","119.4","206","1007","26","125"
"151","344.4","1455.2","118.3","211","1027","26","125"
"152","346.4","1463.5","118.3","211","1027","26","125"
"153","348.9","1474.1","118.7","209","1020","26","125"
"154","351.4","1484.7","119.8","204","1000","26","125"
"155","353.4","1493.0","119.8","204","1000","26","125"
"156","355.9","1503.8","118.5","210","1023","26","125"
"157","357.9","1512.2","117.5","216","1042","26","125"
"158","360.4","1523.0","117.4","216","1044","26","125"
"159","362.9","1533.8","117.4","216","1044","26","125"
"160","364.9","1542.2","117.4","216","1044","26","125"
"161","367.4","1552.6","121.2","197","976","26","125"
"162","369.4","1560.8","121.2","197","976","26","125"
"163","371.9","1571.6","118.6","210","1022","27","125"
"164","373.9","1579.8","118.6","210","1022","27","124"
"165","376.4","1590.6","118.4","211","1025","27","124"
"166","378.4","1598.9","118.4","211","1025","27","124"
"167","380.9","1609.5","119.3","206","1009","27","124"
"168","382.9","1617.8","119.3","206","1009","27","124"
"169","385.4","1628.3","120.6","200","986","27","124"
"170","387.4","1636.4","120.6","200","986","27","125"
"171","389.9","1647.2","120.8","199","983","26","125"
"172","391.9","1655.7","117.9","214","1034","27","125"
"173","394.4","1666.4","117.1","218","1050","27","125"
"174","396.4","1674.7","118.0","213","1033","27","125"
"175","398.9","1685.3","119.5","205","1005","26","124"
"176","401.4","1695.8","119.5","205","1005","26","124"
"177","403.4","1704.2","119.5","205","1005","26","124"
"178","405.9","1714.8","119.0","208","1014","26","124"
"179","407.9","1723.1","119.0","208","1014","26","124"
"180","410.4","1733.6","119.5","205","1005","26","125"
"181","412.9","1744.3","118.7","209","1020","27","125"
"182","414.9","1752.5","118.7","209","1020","27","125"
"183","417.4","1763.0","120.1","202","995","26","125"
"184","419.4","1771.5","120.1","202","995","26","126"
"185","421.9","1782.1","117.9","214","1034","27","126"
"186","424.4","1792.6","119.8","204","1000","26","126"
"187","426.4","1800.9","119.8","204","1000","26","126"
"188","428.9","1811.5","119.2","207","1011","26","126"
"189","430.9","1819.8","119.7","204","1002","26","126"
"190","433.4","1830.5","118.3","211","1027","27","126"
"191","435.4","1838.8","119.2","207","1011","26","125"
"192","437.9","1849.4","120.0","203","997","27","125"
"193","439.9","1857.8","119.1","207","1013","27","124"
"194","442.4","1868.6","117.4","216","1044","27","124"
"195","444.4","1877.0","117.4","216","1044","27","124"
"196","446.9","1887.7","118.2","212","1029","27","124"
"197","448.9","1896.1","118.2","212","1029","27","125"
"198","450.9","1904.5","118.7","209","1020","27","125"
