"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.9","11.8","147.5","109","675","0","71"
"2","5.0","20.7","117.8","214","1036","29","72"
"3","6.9","29.7","111.8","250","1161","29","73"
"4","9.5","40.9","110.9","257","1183","29","75"
"5","11.4","49.5","114.1","236","1110","27","78"
"6","14.0","60.6","114.9","231","1094","27","83"
"7","16.0","69.1","114.9","231","1094","27","87"
"8","18.4","80.0","116.5","221","1061","27","92"
"9","20.4","88.5","116.5","221","1061","27","94"
"10","23.0","99.4","116.0","224","1071","26","95"
"11","25.0","107.7","117.0","219","1052","26","95"
"12","27.5","118.4","118.0","213","1033","26","96"
"13","29.9","129.1","117.9","214","1034","26","97"
"14","31.9","137.4","117.9","214","1034","26","98"
"15","34.4","148.1","119.5","205","1005","26","99"
"16","36.4","156.6","118.1","212","1031","26","99"
"17","38.9","167.3","116.7","220","1057","26","100"
"18","41.4","178.1","117.2","217","1048","26","100"
"19","43.4","186.5","117.2","217","1048","26","101"
"20","45.9","197.3","117.2","217","1048","26","102"
"21","48.4","208.0","118.1","212","1031","25","104"
"22","50.4","216.3","118.1","212","1031","25","106"
"23","52.9","227.1","118.5","210","1023","25","106"
"24","55.5","237.9","117.4","216","1044","26","109"
"25","57.4","246.2","117.4","216","1044","26","109"
"26","59.9","256.9","117.6","215","1040","26","110"
"27","61.9","265.2","118.4","211","1025","26","110"
"28","64.4","275.9","118.3","211","1027","26","111"
"29","66.9","286.6","117.6","215","1040","26","111"
"30","68.9","294.9","117.6","215","1040","26","112"
"31","71.4","305.6","118.7","209","1020","26","112"
"32","73.9","316.3","118.7","209","1020","25","112"
"33","75.9","324.5","118.7","209","1020","25","113"
"34","78.4","335.2","119.0","208","1014","25","113"
"35","80.9","345.8","119.3","206","1009","26","114"
"36","82.9","354.2","119.3","206","1009","26","114"
"37","85.4","364.9","118.2","212","1029","26","114"
"38","87.9","375.4","119.2","207","1011","26","114"
"39","89.9","383.6","119.2","207","1011","26","114"
"40","92.4","394.1","120.7","199","985","26","114"
"41","94.4","402.3","120.7","199","985","26","114"
"42","96.9","412.9","120.1","202","995","26","115"
"43","99.4","423.6","118.4","211","1025","26","115"
"44","101.4","431.9","118.4","211","1025","26","115"
"45","103.9","442.7","118.1","212","1031","26","115"
"46","106.4","453.2","119.6","205","1004","25","115"
"47","108.4","461.5","119.6","205","1004","25","116"
"48","110.9","472.0","119.3","206","1009","25","116"
"49","113.4","482.5","120.3","201","991","26","116"
"50","115.9","492.9","120.5","200","988","25","116"
"51","117.9","501.2","120.5","200","988","25","116"
"52","120.4","511.8","119.5","205","1005","25","116"
"53","122.9","522.4","119.3","206","1009","26","116"
"54","124.9","530.7","119.3","206","1009","26","117"
"55","127.4","541.4","118.4","211","1025","26","117"
"56","129.4","549.6","118.4","211","1025","26","117"
"57","131.9","560.2","119.7","204","1002","26","118"
"58","134.4","570.7","119.4","206","1007","26","118"
"59","136.4","578.9","119.4","206","1007","26","119"
"60","138.9","589.5","119.9","203","998","26","119"
"61","141.4","600.0","119.8","204","1000","25","119"
"62","143.4","608.3","119.8","204","1000","25","119"
"63","145.9","618.9","119.0","208","1014","26","119"
"64","148.4","629.4","120.3","201","991","26","119"
"65","150.4","637.5","120.3","201","991","26","119"
"66","152.9","648.3","120.1","202","995","26","119"
"67","155.4","659.0","118.8","209","1018","26","119"
"68","157.4","667.3","118.8","209","1018","26","118"
"69","159.9","677.9","117.9","214","1034","26","118"
"70","161.9","686.3","117.9","214","1034","26","118"
"71","164.4","697.0","118.3","211","1027","26","118"
"72","166.9","707.6","119.1","207","1013","26","118"
"73","168.9","715.8","119.1","207","1013","26","119"
"74","171.4","726.2","119.9","203","998","25","119"
"75","173.9","736.6","121.6","195","969","25","120"
"76","175.9","744.8","121.6","195","969","25","120"
"77","178.4","755.7","120.0","203","997","25","120"
"78","180.9","766.6","117.0","219","1052","26","120"
"79","182.9","774.8","117.0","219","1052","26","120"
"80","185.4","785.5","118.6","210","1022","26","120"
"81","187.9","796.1","118.8","209","1018","26","120"
"82","189.9","804.5","118.8","209","1018","26","120"
"83","192.4","815.1","119.1","207","1013","26","120"
"84","194.4","823.5","119.1","207","1013","26","120"
"85","196.9","834.0","118.3","211","1027","26","120"
"86","199.4","844.5","119.4","206","1007","26","120"
"87","201.4","852.8","119.4","206","1007","26","120"
"88","203.9","863.6","119.2","207","1011","26","121"
"89","206.4","874.3","118.9","208","1016","26","120"
"90","208.4","882.4","118.9","208","1016","26","120"
"91","210.9","892.9","120.2","202","993","26","120"
"92","213.4","903.4","119.6","205","1004","26","120"
"93","215.4","911.7","119.6","205","1004","26","120"
"94","217.9","922.4","119.4","206","1007","26","121"
"95","220.4","933.0","120.2","202","993","26","121"
"96","222.4","941.2","120.2","202","993","26","121"
"97","224.9","951.8","119.2","207","1011","26","121"
"98","227.4","962.5","117.5","216","1042","26","121"
"99","229.4","970.9","117.5","216","1042","26","121"
"100","231.9","981.5","119.3","206","1009","26","121"
"101","233.9","989.9","119.3","206","1009","26","121"
"102","236.4","1000.6","117.8","214","1036","26","121"
"103","238.9","1011.3","117.8","214","1036","26","121"
"104","240.9","1019.7","117.8","214","1036","26","121"
"105","243.4","1030.4","117.7","215","1038","26","122"
"106","245.9","1041.2","117.8","214","1036","26","122"
"107","247.9","1049.5","117.8","214","1036","26","122"
"108","250.4","1060.3","117.6","215","1040","27","123"
"109","252.4","1068.7","117.6","215","1040","27","123"
"110","254.9","1079.4","117.8","214","1036","27","123"
"111","256.9","1087.9","117.8","214","1036","27","123"
"112","259.4","1098.5","117.4","216","1044","26","124"
"113","261.9","1109.2","118.6","210","1022","26","124"
"114","263.9","1117.6","118.6","210","1022","26","124"
