"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","1.0","3.9","141.9","122","721","0","65"
"2","3.0","12.8","113.4","240","1126","31","66"
"3","5.0","22.1","107.9","279","1258","29","67"
"4","7.0","31.6","107.9","279","1258","29","70"
"5","9.0","41.1","105.4","299","1328","29","73"
"6","11.0","50.5","104.8","304","1346","28","77"
"7","13.5","62.7","104.7","305","1349","29","82"
"8","15.5","72.1","106.3","291","1302","28","88"
"9","17.5","81.6","106.3","291","1302","28","94"
"10","19.5","91.3","104.7","305","1349","29","98"
"11","21.5","100.8","103.7","314","1380","28","101"
"12","24.0","112.8","105.6","297","1322","28","104"
"13","26.0","122.2","105.6","297","1322","28","105"
"14","28.0","131.8","106.1","293","1308","28","105"
"15","30.0","141.2","104.9","303","1343","29","106"
"16","32.5","153.5","104.5","307","1355","28","107"
"17","34.5","163.1","104.5","307","1355","28","108"
"18","36.5","172.5","104.1","310","1367","28","109"
"19","38.5","182.0","105.1","301","1337","28","110"
"20","41.0","194.3","104.1","310","1367","29","113"
"21","43.0","203.8","104.5","307","1355","29","115"
"22","45.0","213.2","104.5","307","1355","29","117"
"23","47.0","222.5","106.8","287","1288","29","119"
"24","49.0","231.8","106.8","287","1288","28","120"
"25","51.5","243.6","107.9","279","1258","28","121"
"26","53.5","252.9","107.9","279","1258","28","121"
"27","55.5","261.8","108.5","274","1243","28","122"
"28","58.0","273.4","110.4","260","1195","27","123"
"29","60.0","282.6","109.7","265","1212","27","124"
"30","62.5","294.2","109.5","267","1217","27","124"
"31","64.5","303.3","109.5","267","1217","27","124"
"32","67.0","314.8","109.7","265","1212","27","124"
"33","69.0","323.9","109.7","265","1212","27","125"
"34","71.0","333.1","109.6","266","1214","27","125"
"35","73.5","344.6","109.4","267","1219","27","126"
"36","75.5","353.7","109.4","267","1219","27","126"
"37","78.0","365.3","110.1","262","1202","27","126"
"38","80.0","374.4","110.1","262","1202","27","127"
"39","82.0","383.5","109.5","267","1217","28","127"
"40","84.5","395.0","110.0","263","1205","28","127"
"41","86.5","404.1","110.0","263","1205","28","127"
"42","88.5","413.2","109.3","268","1222","27","128"
"43","91.0","424.6","109.9","264","1207","27","128"
"44","93.0","433.6","110.5","259","1192","27","129"
"45","95.5","445.3","109.8","264","1209","28","129"
"46","97.5","454.4","109.8","264","1209","28","130"
"47","99.5","463.5","109.2","269","1225","28","131"
"48","102.0","475.3","108.3","276","1248","28","131"
"49","104.0","484.4","108.3","276","1248","28","131"
"50","106.0","493.4","109.5","267","1217","28","132"
"51","108.0","502.4","110.4","260","1195","28","132"
"52","110.5","513.6","113.4","240","1126","27","132"
"53","112.5","522.5","113.4","240","1126","27","132"
"54","114.5","531.4","112.4","246","1148","28","132"
"55","117.0","542.6","113.8","237","1117","27","133"
"56","119.0","551.3","113.8","237","1117","27","133"
"57","121.5","562.4","113.9","237","1115","28","133"
"58","123.5","571.2","113.9","237","1115","28","133"
"59","125.5","579.9","114.0","236","1113","28","133"
"60","128.0","591.1","113.5","239","1123","28","133"
"61","130.0","599.8","113.5","239","1123","28","133"
"62","132.0","608.7","113.4","240","1126","27","133"
"63","134.5","619.8","112.6","245","1143","27","133"
"64","136.5","628.5","113.9","237","1115","27","133"
"65","139.0","639.8","113.0","243","1134","27","133"
"66","141.0","648.5","113.0","243","1134","27","133"
"67","143.5","659.6","114.2","235","1108","27","133"
"68","145.5","668.2","114.2","235","1108","27","133"
"69","147.5","676.9","114.8","231","1096","28","133"
"70","150.0","687.9","115.1","230","1089","28","133"
"71","152.0","696.5","115.1","230","1089","28","133"
"72","154.0","705.1","115.5","227","1081","27","133"
"73","156.5","716.2","114.3","234","1106","28","133"
"74","158.5","724.9","114.3","234","1106","28","133"
"75","160.5","733.6","114.2","235","1108","28","133"
"76","163.0","744.7","114.7","232","1098","27","134"
"77","165.0","753.4","114.7","232","1098","27","134"
"78","167.5","764.5","114.3","234","1106","27","134"
