"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","1.1","3.5","162.0","82","583","0","61"
"2","3.1","11.6","162.0","82","583","0","63"
"3","5.1","20.5","123.1","188","945","29","64"
"4","7.6","31.9","110.6","259","1190","27","65"
"5","9.6","40.8","110.6","259","1190","27","65"
"6","12.1","52.3","110.2","262","1200","27","71"
"7","14.1","61.3","110.2","262","1200","27","77"
"8","16.6","72.8","110.9","257","1183","27","84"
"9","18.6","81.6","110.9","257","1183","27","88"
"10","21.1","92.9","112.2","248","1152","27","93"
"11","23.1","101.9","112.2","248","1152","27","97"
"12","25.6","113.5","109.2","269","1225","26","98"
"13","27.6","122.5","109.2","269","1225","26","99"
"14","30.1","133.8","111.6","252","1166","27","99"
"15","32.1","142.8","111.6","252","1166","27","100"
"16","34.6","154.3","110.5","259","1192","27","101"
"17","36.6","163.2","110.5","259","1192","27","102"
"18","39.1","174.8","109.7","265","1212","27","103"
"19","41.1","183.8","109.7","265","1212","27","105"
"20","43.1","192.7","110.2","262","1200","27","106"
"21","45.6","203.9","111.7","251","1164","27","106"
"22","47.6","212.8","112.7","245","1141","27","107"
"23","50.1","224.1","112.1","248","1155","27","108"
"24","52.1","232.9","112.1","248","1155","27","108"
"25","54.6","244.2","112.5","246","1146","27","109"
"26","56.6","253.0","112.5","246","1146","27","109"
"27","59.1","264.4","111.1","255","1178","27","110"
"28","61.1","273.3","111.1","255","1178","27","110"
"29","63.1","282.3","111.7","251","1164","27","111"
"30","65.6","293.6","111.5","252","1168","27","112"
"31","67.6","302.5","112.0","249","1157","27","113"
"32","70.1","313.8","111.4","253","1171","27","114"
"33","72.1","322.6","111.4","253","1171","27","115"
"34","74.6","334.0","111.9","250","1159","27","116"
"35","76.6","342.9","111.9","250","1159","27","116"
"36","78.6","351.9","112.0","249","1157","27","117"
"37","81.1","363.3","111.5","252","1168","28","118"
"38","83.1","372.2","111.5","252","1168","28","118"
"39","85.1","381.2","111.3","254","1173","28","119"
"40","87.6","392.7","110.6","259","1190","28","120"
"41","89.6","401.6","110.6","259","1190","28","121"
"42","91.6","410.4","112.3","247","1150","28","121"
"43","94.1","421.7","112.2","248","1152","28","122"
"44","96.1","430.7","112.2","248","1152","28","122"
"45","98.1","439.5","110.8","257","1185","27","123"
"46","100.6","450.7","112.9","243","1137","27","123"
"47","102.6","459.7","112.9","243","1137","27","123"
"48","104.6","468.7","111.6","252","1166","28","124"
"49","107.1","480.2","110.4","260","1195","27","124"
"50","109.1","489.1","110.4","260","1195","27","124"
"51","111.1","498.0","111.4","253","1171","28","125"
"52","113.6","509.1","112.5","246","1146","27","124"
