"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1","2.8","11.3","143.0","120","711","0","72"
"2","4.8","20.5","113.6","239","1121","30","73"
"3","7.3","32.1","109.2","269","1225","28","74"
"4","9.3","41.2","109.2","269","1225","28","77"
"5","11.3","50.2","110.4","260","1195","28","79"
"6","13.8","61.7","111.0","256","1180","28","86"
"7","15.8","70.7","111.0","256","1180","28","90"
"8","17.8","79.8","110.9","257","1183","28","94"
"9","19.8","88.8","109.4","267","1219","28","98"
"10","22.3","100.3","110.2","262","1200","27","100"
"11","24.3","109.3","110.2","262","1200","27","101"
"12","26.8","120.8","111.0","256","1180","27","102"
"13","28.8","129.6","111.0","256","1180","27","103"
"14","30.8","138.5","112.0","249","1157","28","104"
"15","33.3","150.0","110.3","261","1197","28","105"
"16","35.3","159.0","110.3","261","1197","28","106"
"17","37.3","167.9","110.9","257","1183","27","107"
"18","39.8","179.4","110.3","261","1197","28","108"
"19","41.8","188.3","110.3","261","1197","28","109"
"20","44.3","199.8","110.8","257","1185","28","110"
"21","46.3","208.7","110.8","257","1185","28","111"
"22","48.3","217.5","112.0","249","1157","27","111"
"23","50.8","229.0","110.6","259","1190","27","113"
"24","52.8","237.9","110.6","259","1190","27","115"
"25","55.3","249.4","111.1","255","1178","27","116"
"26","57.3","258.3","111.1","255","1178","27","116"
"27","59.8","269.6","111.8","250","1161","27","117"
"28","61.8","278.4","111.8","250","1161","27","118"
"29","63.8","287.4","112.1","248","1155","27","119"
"30","66.3","298.8","111.4","253","1171","27","119"
"31","68.3","307.6","111.5","252","1168","27","120"
"32","70.8","319.1","111.5","252","1168","27","121"
"33","72.8","327.8","111.1","255","1178","27","122"
"34","75.3","339.1","112.9","243","1137","26","122"
"35","77.3","347.9","112.6","245","1143","27","123"
"36","79.8","359.2","112.3","247","1150","27","123"
"37","81.8","368.2","111.5","252","1168","26","124"
"38","84.3","379.7","111.0","256","1180","27","124"
"39","86.3","388.5","111.0","256","1180","27","124"
"40","88.8","400.1","110.7","258","1187","27","125"
"41","90.8","409.0","110.7","258","1187","27","125"
"42","93.3","420.3","111.8","250","1161","27","125"
"43","95.3","429.2","111.8","250","1161","27","126"
"44","97.3","438.1","111.1","255","1178","27","126"
"45","99.8","449.6","111.9","250","1159","27","127"
"46","101.8","458.4","111.3","254","1173","27","127"
"47","104.3","469.5","112.4","246","1148","26","128"
"48","106.3","478.5","112.9","243","1137","27","128"
"49","108.8","489.9","111.1","255","1178","28","128"
"50","110.8","498.8","111.1","255","1178","28","129"
"51","113.3","510.2","111.8","250","1161","26","129"
"52","115.3","518.9","111.8","250","1161","26","129"
"53","117.8","530.4","112.7","245","1141","26","129"
"54","119.8","539.3","110.8","257","1185","27","129"
"55","122.3","550.6","110.8","257","1185","26","129"
"56","124.3","559.5","111.8","250","1161","26","130"
"57","126.8","570.7","112.2","248","1152","27","130"
"58","128.8","579.6","112.3","247","1150","26","130"
"59","131.3","591.1","111.3","254","1173","27","130"
"60","133.3","599.9","111.3","254","1173","27","130"
"61","135.8","611.2","112.8","244","1139","26","131"
"62","137.8","620.0","112.8","244","1139","26","131"
"63","139.8","629.0","112.2","248","1152","28","131"
"64","142.3","640.4","110.5","259","1192","28","131"
"65","144.3","649.4","111.1","255","1178","27","132"
"66","146.8","660.7","110.6","259","1190","27","131"
"67","149.3","672.1","111.2","255","1176","27","131"
"68","151.3","681.0","111.2","255","1176","27","131"
"69","153.8","692.4","111.0","256","1180","26","131"
"70","155.8","701.3","111.0","256","1180","26","132"
"71","158.3","712.8","110.4","260","1195","27","132"
"72","160.3","721.8","110.4","260","1195","27","132"
"73","162.8","733.3","110.3","261","1197","27","134"
"74","164.8","742.4","110.3","261","1197","27","134"
"75","167.3","753.9","110.5","259","1192","27","135"
"76","169.3","762.8","110.5","259","1192","27","135"
"77","171.8","774.1","112.2","248","1152","27","135"
"78","173.8","783.1","112.2","248","1152","27","135"
"79","176.3","794.6","110.3","261","1197","27","135"
"80","178.3","803.5","110.3","261","1197","27","135"
"81","180.8","814.9","111.0","256","1180","26","135"
